"","month","iso_code","date","location","total_cases","total_deaths","total_cases_per_million","total_deaths_per_million","total_tests","total_tests_per_thousand","total_vaccinations","total_boosters","total_vaccinations_per_hundred","total_boosters_per_hundred","population","population_density","continent"
"579","2020-06","CAF","2020-06-30","Central African Republic",3745,47,761.181,9.553,0,0,0,0,0,0,4919987,7.479,"Africa"
"580","2020-07","CAF","2020-07-31","Central African Republic",4608,59,936.588,11.992,0,0,0,0,0,0,4919987,7.479,"Africa"
"581","2020-08","CAF","2020-08-31","Central African Republic",4711,62,957.523,12.602,0,0,0,0,0,0,4919987,7.479,"Africa"
"582","2020-09","CAF","2020-09-30","Central African Republic",4829,62,981.507,12.602,0,0,0,0,0,0,4919987,7.479,"Africa"
"583","2020-10","CAF","2020-10-31","Central African Republic",4866,62,989.027,12.602,0,0,0,0,0,0,4919987,7.479,"Africa"
"584","2020-11","CAF","2020-11-30","Central African Republic",4913,63,998.58,12.805,0,0,0,0,0,0,4919987,7.479,"Africa"
"585","2020-12","CAF","2020-12-31","Central African Republic",4963,63,1008.743,12.805,0,0,0,0,0,0,4919987,7.479,"Africa"
"586","2021-01","CAF","2021-01-31","Central African Republic",4981,63,1012.401,12.805,0,0,0,0,0,0,4919987,7.479,"Africa"
"587","2021-02","CAF","2021-02-28","Central African Republic",5004,63,1017.076,12.805,0,0,0,0,0,0,4919987,7.479,"Africa"
"588","2021-03","CAF","2021-03-31","Central African Republic",5161,67,1048.987,13.618,0,0,0,0,0,0,4919987,7.479,"Africa"
"589","2021-04","CAF","2021-04-30","Central African Republic",6411,88,1303.052,17.886,0,0,0,0,0,0,4919987,7.479,"Africa"
"590","2021-05","CAF","2021-05-31","Central African Republic",7091,98,1441.264,19.919,0,0,18408,0,0.37,0,4919987,7.479,"Africa"
"591","2021-06","CAF","2021-06-30","Central African Republic",7141,98,1451.427,19.919,0,0,78685,0,1.6,0,4919987,7.479,"Africa"
"592","2021-07","CAF","2021-07-31","Central African Republic",7151,98,1453.459,19.919,0,0,NA,0,NA,0,4919987,7.479,"Africa"
"593","2021-08","CAF","2021-08-31","Central African Republic",11296,100,2295.941,20.325,0,0,NA,0,NA,0,4919987,7.479,"Africa"
"594","2021-09","CAF","2021-09-30","Central African Republic",11371,100,2311.185,20.325,0,0,207004,0,4.21,0,4919987,7.479,"Africa"
"595","2020-01","CAN","2020-01-31","Canada",4,0,0.105,0,0,0,0,0,0,0,38067913,4.037,"North America"
"596","2020-02","CAN","2020-02-29","Canada",21,0,0.552,0,510,0.013,0,0,0,0,38067913,4.037,"North America"
"597","2020-03","CAN","2020-03-31","Canada",9246,152,242.882,3.993,178318,4.684,0,0,0,0,38067913,4.037,"North America"
"598","2020-04","CAN","2020-04-30","Canada",56716,4179,1489.864,109.777,692108,18.181,0,0,0,0,38067913,4.037,"North America"
"599","2020-05","CAN","2020-05-31","Canada",92488,7906,2429.553,207.681,1655117,43.478,0,0,0,0,38067913,4.037,"North America"
"600","2020-06","CAN","2020-06-30","Canada",106029,8780,2785.259,230.64,2894567,76.037,0,0,0,0,38067913,4.037,"North America"
"601","2020-07","CAN","2020-07-31","Canada",118297,9025,3107.525,237.076,4398108,115.533,0,0,0,0,38067913,4.037,"North America"
"602","2020-08","CAN","2020-08-31","Canada",130849,9193,3437.252,241.489,6146834,161.47,0,0,0,0,38067913,4.037,"North America"
"603","2020-09","CAN","2020-09-30","Canada",162736,9391,4274.886,246.691,8446021,221.867,0,0,0,0,38067913,4.037,"North America"
"604","2020-10","CAN","2020-10-31","Canada",238191,10276,6257.002,269.939,11329993,297.626,0,0,0,0,38067913,4.037,"North America"
"605","2020-11","CAN","2020-11-30","Canada",382708,12239,10053.296,321.504,14277692,375.058,0,0,0,0,38067913,4.037,"North America"
"606","2020-12","CAN","2020-12-31","Canada",587429,15762,15431.08,414.049,17965095,471.922,98657,0,0.26,0,38067913,4.037,"North America"
"607","2021-01","CAN","2021-01-31","Canada",783735,20041,20587.811,526.454,21593178,567.228,970644,0,2.55,0,38067913,4.037,"North America"
"608","2021-02","CAN","2021-02-28","Canada",871243,21995,22886.545,577.783,24444017,642.116,1914342,13,5.03,0,38067913,4.037,"North America"
"609","2021-03","CAN","2021-03-31","Canada",989493,22960,25992.835,603.133,27644520,726.19,5745458,23,15.09,0,38067913,4.037,"North America"
"610","2021-04","CAN","2021-04-30","Canada",1229305,24220,32292.419,636.231,31479292,826.925,13518790,67,35.51,0,38067913,4.037,"North America"
"611","2021-05","CAN","2021-05-31","Canada",1389814,25548,36508.805,671.116,34790069,913.895,24016320,239,63.09,0,38067913,4.037,"North America"
"612","2021-06","CAN","2021-06-30","Canada",1423170,26296,37385.028,690.765,36768392,965.863,37581835,1088,98.72,0,38067913,4.037,"North America"
"613","2021-07","CAN","2021-07-31","Canada",1438457,26599,37786.6,698.725,38529118,1012.115,49428908,5747,129.84,0.02,38067913,4.037,"North America"
"614","2021-08","CAN","2021-08-31","Canada",1507092,26989,39589.562,708.97,40539628,1064.929,53497694,18469,140.53,0.05,38067913,4.037,"North America"
"615","2021-09","CAN","2021-09-30","Canada",1631647,27914,42861.478,733.268,43332881,1138.305,56283491,184355,147.85,0.48,38067913,4.037,"North America"
"616","2020-02","CHE","2020-02-29","Switzerland",18,0,2.065,0,0,0,0,0,0,0,8715494,214.243,"Europe"
"617","2020-03","CHE","2020-03-31","Switzerland",16605,485,1905.228,55.648,0,0,0,0,0,0,8715494,214.243,"Europe"
"618","2020-04","CHE","2020-04-30","Switzerland",29586,1665,3394.644,191.039,0,0,0,0,0,0,8715494,214.243,"Europe"
"619","2020-05","CHE","2020-05-31","Switzerland",30862,1796,3541.05,206.07,30506,3.5,0,0,0,0,8715494,214.243,"Europe"
"620","2020-06","CHE","2020-06-30","Switzerland",31714,1809,3638.807,207.561,226313,25.967,0,0,0,0,8715494,214.243,"Europe"
"621","2020-07","CHE","2020-07-31","Switzerland",35232,1827,4042.456,209.627,427052,48.999,0,0,0,0,8715494,214.243,"Europe"
"622","2020-08","CHE","2020-08-31","Switzerland",42177,1848,4839.313,212.036,654732,75.123,0,0,0,0,8715494,214.243,"Europe"
"623","2020-09","CHE","2020-09-30","Switzerland",53282,1908,6113.48,218.92,1007220,115.567,0,0,0,0,8715494,214.243,"Europe"
"624","2020-10","CHE","2020-10-31","Switzerland",154251,2378,17698.48,272.847,1639000,188.056,0,0,0,0,8715494,214.243,"Europe"
"625","2020-11","CHE","2020-11-30","Switzerland",327072,5053,37527.649,579.772,2381572,273.257,0,0,0,0,8715494,214.243,"Europe"
"626","2020-12","CHE","2020-12-31","Switzerland",452296,7873,51895.624,903.334,3288322,377.296,6379,0,0.07,0,8715494,214.243,"Europe"
"627","2021-01","CHE","2021-01-31","Switzerland",521320,9523,59815.313,1092.652,3968905,455.385,307618,0,3.53,0,8715494,214.243,"Europe"
"628","2021-02","CHE","2021-02-28","Switzerland",554932,10016,63671.893,1149.218,4690272,538.153,809525,0,9.29,0,8715494,214.243,"Europe"
"629","2021-03","CHE","2021-03-31","Switzerland",601124,10297,68971.879,1181.459,5681933,651.935,1558888,0,17.89,0,8715494,214.243,"Europe"
"630","2021-04","CHE","2021-04-30","Switzerland",659974,10555,75724.222,1211.062,6536379,749.972,2832563,0,32.5,0,8715494,214.243,"Europe"
"631","2021-05","CHE","2021-05-31","Switzerland",694740,10712,79713.21,1229.075,7301010,837.705,5009938,0,57.48,0,8715494,214.243,"Europe"
"632","2021-06","CHE","2021-06-30","Switzerland",703004,10773,80661.406,1236.075,7909990,907.578,7547502,0,86.6,0,8715494,214.243,"Europe"
"633","2021-07","CHE","2021-07-31","Switzerland",717665,10793,82343.583,1238.369,8684568,996.452,9018298,0,103.47,0,8715494,214.243,"Europe"
"634","2021-08","CHE","2021-08-31","Switzerland",779666,10899,89457.465,1250.532,9376131,1075.8,9644250,0,110.66,0,8715494,214.243,"Europe"
"635","2021-09","CHE","2021-09-30","Switzerland",840363,11087,96421.729,1272.102,10448585,1198.852,10469436,0,120.12,0,8715494,214.243,"Europe"
"636","2020-02","CHL","2020-02-29","Chile",2,0,0.104,0,0,0,0,0,0,0,19212362,24.282,"South America"
"637","2020-03","CHL","2020-03-31","Chile",2844,12,148.03,0.625,27600,1.437,0,0,0,0,19212362,24.282,"South America"
"638","2020-04","CHL","2020-04-30","Chile",17702,227,921.386,11.815,172975,9.003,0,0,0,0,19212362,24.282,"South America"
"639","2020-05","CHL","2020-05-31","Chile",123550,1054,6430.755,54.861,574733,29.915,0,0,0,0,19212362,24.282,"South America"
"640","2020-06","CHL","2020-06-30","Chile",279393,5688,14542.356,296.059,1101769,57.347,0,0,0,0,19212362,24.282,"South America"
"641","2020-07","CHL","2020-07-31","Chile",355667,9457,18512.404,492.235,1615969,84.111,0,0,0,0,19212362,24.282,"South America"
"642","2020-08","CHL","2020-08-31","Chile",411726,11289,21430.265,587.59,2424413,126.19,0,0,0,0,19212362,24.282,"South America"
"643","2020-09","CHL","2020-09-30","Chile",462991,12741,24098.599,663.167,3314292,172.508,0,0,0,0,19212362,24.282,"South America"
"644","2020-10","CHL","2020-10-31","Chile",510256,14207,26558.733,739.472,4300738,223.853,0,0,0,0,19212362,24.282,"South America"
"645","2020-11","CHL","2020-11-30","Chile",551743,15410,28718.124,802.088,5325430,277.188,0,0,0,0,19212362,24.282,"South America"
"646","2020-12","CHL","2020-12-31","Chile",608973,16608,31696.936,864.443,6443459,335.381,8657,0,0.05,0,19212362,24.282,"South America"
"647","2021-01","CHL","2021-01-31","Chile",727109,18452,37845.893,960.423,8021139,417.499,67461,0,0.35,0,19212362,24.282,"South America"
"648","2021-02","CHL","2021-02-28","Chile",824625,20572,42921.584,1070.769,9358875,487.128,3372901,0,17.56,0,19212362,24.282,"South America"
"649","2021-03","CHL","2021-03-31","Chile",995538,23135,51817.575,1204.173,11201416,583.032,10500725,0,54.66,0,19212362,24.282,"South America"
"650","2021-04","CHL","2021-04-30","Chile",1198245,26353,62368.438,1371.669,13043653,678.92,14936262,0,77.74,0,19212362,24.282,"South America"
"651","2021-05","CHL","2021-05-31","Chile",1384346,29300,72054.961,1525.06,14816953,771.22,18777226,0,97.74,0,19212362,24.282,"South America"
"652","2021-06","CHL","2021-06-30","Chile",1555902,32545,80984.42,1693.961,16731268,870.86,23087607,0,120.17,0,19212362,24.282,"South America"
"653","2021-07","CHL","2021-07-31","Chile",1615771,35448,84100.591,1845.062,18421129,958.816,25889336,0,134.75,0,19212362,24.282,"South America"
"654","2021-08","CHL","2021-08-31","Chile",1638675,36937,85292.74,1922.564,20035523,1042.845,29051551,1499175,151.21,7.8,19212362,24.282,"South America"
"655","2021-09","CHL","2021-09-30","Chile",1654264,37468,86104.145,1950.203,21568379,1122.63,32420703,3355856,168.75,17.47,19212362,24.282,"South America"
"656","2020-01","CHN","2020-01-31","China",9790,213,6.779,0.147,0,0,0,0,0,0,1444216102,147.674,"Asia"
"657","2020-02","CHN","2020-02-29","China",79261,2835,54.882,1.963,0,0,0,0,0,0,1444216102,147.674,"Asia"
"658","2020-03","CHN","2020-03-31","China",81565,3305,56.477,2.288,0,0,0,0,0,0,1444216102,147.674,"Asia"
"659","2020-04","CHN","2020-04-30","China",82919,4633,57.415,3.208,0,0,0,0,0,0,1444216102,147.674,"Asia"
"660","2020-05","CHN","2020-05-31","China",83062,4634,57.514,3.209,0,0,0,0,0,0,1444216102,147.674,"Asia"
"661","2020-06","CHN","2020-06-30","China",83580,4634,57.872,3.209,0,0,0,0,0,0,1444216102,147.674,"Asia"
"662","2020-07","CHN","2020-07-31","China",84383,4634,58.428,3.209,0,0,0,0,0,0,1444216102,147.674,"Asia"
"663","2020-08","CHN","2020-08-31","China",85104,4634,58.927,3.209,0,0,0,0,0,0,1444216102,147.674,"Asia"
"664","2020-09","CHN","2020-09-30","China",85458,4634,59.173,3.209,0,0,0,0,0,0,1444216102,147.674,"Asia"
"665","2020-10","CHN","2020-10-31","China",86043,4634,59.578,3.209,0,0,0,0,0,0,1444216102,147.674,"Asia"
"666","2020-11","CHN","2020-11-30","China",86588,4634,59.955,3.209,0,0,0,0,0,0,1444216102,147.674,"Asia"
"667","2020-12","CHN","2020-12-31","China",87117,4634,60.321,3.209,0,0,4500000,0,0.31,0,1444216102,147.674,"Asia"
"668","2021-01","CHN","2021-01-31","China",89611,4636,62.048,3.21,0,0,2.4e+07,0,1.66,0,1444216102,147.674,"Asia"
"669","2021-02","CHN","2021-02-28","China",89960,4636,62.29,3.21,0,0,52520000,0,3.64,0,1444216102,147.674,"Asia"
"670","2021-03","CHN","2021-03-31","China",90265,4636,62.501,3.21,0,0,119821000,0,8.3,0,1444216102,147.674,"Asia"
"671","2021-04","CHN","2021-04-30","China",90720,4636,62.816,3.21,0,0,265064000,0,18.35,0,1444216102,147.674,"Asia"
"672","2021-05","CHN","2021-05-31","China",91173,4636,63.13,3.21,0,0,661468000,0,45.8,0,1444216102,147.674,"Asia"
"673","2021-06","CHN","2021-06-30","China",91846,4636,63.596,3.21,0,0,1244675000,0,86.18,0,1444216102,147.674,"Asia"
"674","2021-07","CHN","2021-07-31","China",93066,4636,64.44,3.21,0,0,1652819000,0,114.44,0,1444216102,147.674,"Asia"
"675","2021-08","CHN","2021-08-31","China",94961,4636,65.753,3.21,0,0,2067589000,0,143.16,0,1444216102,147.674,"Asia"
"676","2021-09","CHN","2021-09-30","China",96233,4636,66.633,3.21,0,0,2211452000,0,153.12,0,1444216102,147.674,"Asia"
"677","2020-03","CIV","2020-03-31","Cote d'Ivoire",179,1,6.616,0.037,0,0,0,0,0,0,27053629,76.399,"Africa"
"678","2020-04","CIV","2020-04-30","Cote d'Ivoire",1275,14,47.129,0.517,9657,0.357,0,0,0,0,27053629,76.399,"Africa"
"679","2020-05","CIV","2020-05-31","Cote d'Ivoire",2833,33,104.718,1.22,27039,0.999,0,0,0,0,27053629,76.399,"Africa"
"680","2020-06","CIV","2020-06-30","Cote d'Ivoire",9499,68,351.117,2.514,55950,2.068,0,0,0,0,27053629,76.399,"Africa"
"681","2020-07","CIV","2020-07-31","Cote d'Ivoire",16047,102,593.155,3.77,100685,3.722,0,0,0,0,27053629,76.399,"Africa"
"682","2020-08","CIV","2020-08-31","Cote d'Ivoire",18067,117,667.822,4.325,127804,4.724,0,0,0,0,27053629,76.399,"Africa"
"683","2020-09","CIV","2020-09-30","Cote d'Ivoire",19724,120,729.07,4.436,162781,6.017,0,0,0,0,27053629,76.399,"Africa"
"684","2020-10","CIV","2020-10-31","Cote d'Ivoire",20716,126,765.738,4.657,194200,7.178,0,0,0,0,27053629,76.399,"Africa"
"685","2020-11","CIV","2020-11-30","Cote d'Ivoire",21331,132,788.471,4.879,218207,8.066,0,0,0,0,27053629,76.399,"Africa"
"686","2020-12","CIV","2020-12-31","Cote d'Ivoire",22490,137,831.312,5.064,258506,9.555,0,0,0,0,27053629,76.399,"Africa"
"687","2021-01","CIV","2021-01-31","Cote d'Ivoire",28399,154,1049.73,5.692,344477,12.733,0,0,0,0,27053629,76.399,"Africa"
"688","2021-02","CIV","2021-02-28","Cote d'Ivoire",32754,192,1210.706,7.097,423731,15.663,0,0,0,0,27053629,76.399,"Africa"
"689","2021-03","CIV","2021-03-31","Cote d'Ivoire",43889,244,1622.296,9.019,519522,19.203,40153,0,0.15,0,27053629,76.399,"Africa"
"690","2021-04","CIV","2021-04-30","Cote d'Ivoire",46036,286,1701.657,10.572,594288,21.967,149037,0,0.55,0,27053629,76.399,"Africa"
"691","2021-05","CIV","2021-05-31","Cote d'Ivoire",47292,305,1748.083,11.274,648637,23.976,541449,0,2,0,27053629,76.399,"Africa"
"692","2021-06","CIV","2021-06-30","Cote d'Ivoire",48305,313,1785.528,11.57,709587,26.229,757113,0,2.8,0,27053629,76.399,"Africa"
"693","2021-07","CIV","2021-07-31","Cote d'Ivoire",50135,329,1853.171,12.161,785677,29.041,1008244,0,3.73,0,27053629,76.399,"Africa"
"694","2021-08","CIV","2021-08-31","Cote d'Ivoire",55669,441,2057.728,16.301,901623,33.327,1353553,0,5,0,27053629,76.399,"Africa"
"695","2021-09","CIV","2021-09-30","Cote d'Ivoire",60253,624,2227.169,23.065,1016424,37.571,2137947,0,7.9,0,27053629,76.399,"Africa"
"696","2020-03","CMR","2020-03-31","Cameroon",193,6,7.089,0.22,0,0,0,0,0,0,27224262,50.885,"Africa"
"697","2020-04","CMR","2020-04-30","Cameroon",1832,61,67.293,2.241,0,0,0,0,0,0,27224262,50.885,"Africa"
"698","2020-05","CMR","2020-05-31","Cameroon",5904,191,216.865,7.016,0,0,0,0,0,0,27224262,50.885,"Africa"
"699","2020-06","CMR","2020-06-30","Cameroon",12592,313,462.529,11.497,0,0,0,0,0,0,27224262,50.885,"Africa"
"700","2020-07","CMR","2020-07-31","Cameroon",17255,391,633.81,14.362,0,0,0,0,0,0,27224262,50.885,"Africa"
"701","2020-08","CMR","2020-08-31","Cameroon",19142,411,703.123,15.097,0,0,0,0,0,0,27224262,50.885,"Africa"
"702","2020-09","CMR","2020-09-30","Cameroon",20838,418,765.42,15.354,0,0,0,0,0,0,27224262,50.885,"Africa"
"703","2020-10","CMR","2020-10-31","Cameroon",21793,426,800.499,15.648,0,0,0,0,0,0,27224262,50.885,"Africa"
"704","2020-11","CMR","2020-11-30","Cameroon",24445,437,897.912,16.052,0,0,0,0,0,0,27224262,50.885,"Africa"
"705","2020-12","CMR","2020-12-31","Cameroon",26277,448,965.205,16.456,0,0,0,0,0,0,27224262,50.885,"Africa"
"706","2021-01","CMR","2021-01-31","Cameroon",29617,462,1087.89,16.97,0,0,0,0,0,0,27224262,50.885,"Africa"
"707","2021-02","CMR","2021-02-28","Cameroon",35714,551,1311.845,20.239,0,0,0,0,0,0,27224262,50.885,"Africa"
"708","2021-03","CMR","2021-03-31","Cameroon",47669,721,1750.975,26.484,0,0,0,0,0,0,27224262,50.885,"Africa"
"709","2021-04","CMR","2021-04-30","Cameroon",72250,1107,2653.883,40.662,0,0,0,0,0,0,27224262,50.885,"Africa"
"710","2021-05","CMR","2021-05-31","Cameroon",78929,1275,2899.215,46.833,0,0,75215,0,0.28,0,27224262,50.885,"Africa"
"711","2021-06","CMR","2021-06-30","Cameroon",80858,1324,2970.071,48.633,0,0,NA,0,NA,0,27224262,50.885,"Africa"
"712","2021-07","CMR","2021-07-31","Cameroon",82064,1334,3014.37,49,0,0,NA,0,NA,0,27224262,50.885,"Africa"
"713","2021-08","CMR","2021-08-31","Cameroon",83425,1350,3064.362,49.588,0,0,NA,0,NA,0,27224262,50.885,"Africa"
"714","2021-09","CMR","2021-09-30","Cameroon",92303,1459,3390.468,53.592,0,0,NA,0,NA,0,27224262,50.885,"Africa"
"715","2020-03","COD","2020-03-31","Democratic Republic of Congo",98,8,1.061,0.087,0,0,0,0,0,0,92377986,35.879,"Africa"
"716","2020-04","COD","2020-04-30","Democratic Republic of Congo",572,31,6.192,0.336,0,0,0,0,0,0,92377986,35.879,"Africa"
"717","2020-05","COD","2020-05-31","Democratic Republic of Congo",3070,72,33.233,0.779,0,0,0,0,0,0,92377986,35.879,"Africa"
"718","2020-06","COD","2020-06-30","Democratic Republic of Congo",7039,170,76.198,1.84,0,0,0,0,0,0,92377986,35.879,"Africa"
"719","2020-07","COD","2020-07-31","Democratic Republic of Congo",9070,215,98.184,2.327,0,0,0,0,0,0,92377986,35.879,"Africa"
"720","2020-08","COD","2020-08-31","Democratic Republic of Congo",10097,258,109.301,2.793,0,0,0,0,0,0,92377986,35.879,"Africa"
"721","2020-09","COD","2020-09-30","Democratic Republic of Congo",10659,272,115.385,2.944,0,0,0,0,0,0,92377986,35.879,"Africa"
"722","2020-10","COD","2020-10-31","Democratic Republic of Congo",11306,307,122.388,3.323,0,0,0,0,0,0,92377986,35.879,"Africa"
"723","2020-11","COD","2020-11-30","Democratic Republic of Congo",12772,333,138.258,3.605,0,0,0,0,0,0,92377986,35.879,"Africa"
"724","2020-12","COD","2020-12-31","Democratic Republic of Congo",17658,591,191.149,6.398,0,0,0,0,0,0,92377986,35.879,"Africa"
"725","2021-01","COD","2021-01-31","Democratic Republic of Congo",22771,671,246.498,7.264,0,0,0,0,0,0,92377986,35.879,"Africa"
"726","2021-02","COD","2021-02-28","Democratic Republic of Congo",25913,707,280.511,7.653,0,0,0,0,0,0,92377986,35.879,"Africa"
"727","2021-03","COD","2021-03-31","Democratic Republic of Congo",28142,743,304.64,8.043,0,0,0,0,0,0,92377986,35.879,"Africa"
"728","2021-04","COD","2021-04-30","Democratic Republic of Congo",29853,766,323.161,8.292,0,0,0,0,0,0,92377986,35.879,"Africa"
"729","2021-05","COD","2021-05-31","Democratic Republic of Congo",31651,782,342.625,8.465,0,0,23197,0,0.03,0,92377986,35.879,"Africa"
"730","2021-06","COD","2021-06-30","Democratic Republic of Congo",40836,924,442.053,10.002,0,0,NA,0,NA,0,92377986,35.879,"Africa"
"731","2021-07","COD","2021-07-31","Democratic Republic of Congo",49917,1038,540.356,11.236,0,0,NA,0,NA,0,92377986,35.879,"Africa"
"732","2021-08","COD","2021-08-31","Democratic Republic of Congo",54863,1059,593.897,11.464,0,0,97818,0,0.11,0,92377986,35.879,"Africa"
"733","2021-09","COD","2021-09-30","Democratic Republic of Congo",56937,1084,616.348,11.734,0,0,136094,0,0.15,0,92377986,35.879,"Africa"
"734","2020-03","COG","2020-03-31","Congo",19,0,3.359,0,0,0,0,0,0,0,5657017,15.405,"Africa"
"735","2020-04","COG","2020-04-30","Congo",220,9,38.89,1.591,0,0,0,0,0,0,5657017,15.405,"Africa"
"736","2020-05","COG","2020-05-31","Congo",611,20,108.007,3.535,0,0,0,0,0,0,5657017,15.405,"Africa"
"737","2020-06","COG","2020-06-30","Congo",1087,37,192.151,6.541,0,0,0,0,0,0,5657017,15.405,"Africa"
"738","2020-07","COG","2020-07-31","Congo",3200,54,565.669,9.546,0,0,0,0,0,0,5657017,15.405,"Africa"
"739","2020-08","COG","2020-08-31","Congo",3979,78,703.374,13.788,0,0,0,0,0,0,5657017,15.405,"Africa"
"740","2020-09","COG","2020-09-30","Congo",5089,89,899.591,15.733,0,0,0,0,0,0,5657017,15.405,"Africa"
"741","2020-10","COG","2020-10-31","Congo",5290,92,935.122,16.263,0,0,0,0,0,0,5657017,15.405,"Africa"
"742","2020-11","COG","2020-11-30","Congo",5774,94,1020.679,16.617,0,0,0,0,0,0,5657017,15.405,"Africa"
"743","2020-12","COG","2020-12-31","Congo",7107,108,1256.316,19.091,0,0,0,0,0,0,5657017,15.405,"Africa"
"744","2021-01","COG","2021-01-31","Congo",7887,117,1394.198,20.682,0,0,0,0,0,0,5657017,15.405,"Africa"
"745","2021-02","COG","2021-02-28","Congo",8820,128,1559.126,22.627,0,0,0,0,0,0,5657017,15.405,"Africa"
"746","2021-03","COG","2021-03-31","Congo",9681,135,1711.326,23.864,0,0,0,0,0,0,5657017,15.405,"Africa"
"747","2021-04","COG","2021-04-30","Congo",10678,144,1887.567,25.455,0,0,0,0,0,0,5657017,15.405,"Africa"
"748","2021-05","COG","2021-05-31","Congo",11658,153,2060.803,27.046,0,0,0,0,0,0,5657017,15.405,"Africa"
"749","2021-06","COG","2021-06-30","Congo",12596,165,2226.615,29.167,0,0,116110,0,2.05,0,5657017,15.405,"Africa"
"750","2021-07","COG","2021-07-31","Congo",13186,178,2330.91,31.465,0,0,NA,0,NA,0,5657017,15.405,"Africa"
"751","2021-08","COG","2021-08-31","Congo",13588,183,2401.973,32.349,0,0,NA,0,NA,0,5657017,15.405,"Africa"
"752","2021-09","COG","2021-09-30","Congo",14244,193,2517.935,34.117,0,0,346613,0,6.13,0,5657017,15.405,"Africa"
"753","2021-05","COK","2021-05-31","Cook Islands",0,0,0,0,0,0,0,0,0,0,17572,NA,"Oceania"
"754","2021-06","COK","2021-06-30","Cook Islands",0,0,0,0,0,0,0,0,0,0,17572,NA,"Oceania"
"755","2021-07","COK","2021-07-31","Cook Islands",0,0,0,0,0,0,0,0,0,0,17572,NA,"Oceania"
"756","2021-08","COK","2021-08-31","Cook Islands",0,0,0,0,0,0,22444,0,127.73,0,17572,NA,"Oceania"
"757","2021-09","COK","2021-09-30","Cook Islands",0,0,0,0,0,0,NA,0,NA,0,17572,NA,"Oceania"
"758","2020-03","COL","2020-03-31","Colombia",906,16,17.673,0.312,0,0,0,0,0,0,51265841,44.223,"South America"
"759","2020-04","COL","2020-04-30","Colombia",6507,293,126.927,5.715,0,0,0,0,0,0,51265841,44.223,"South America"
"760","2020-05","COL","2020-05-31","Colombia",29383,939,573.15,18.316,0,0,0,0,0,0,51265841,44.223,"South America"
"761","2020-06","COL","2020-06-30","Colombia",97846,3334,1908.6,65.034,757517,14.776,0,0,0,0,51265841,44.223,"South America"
"762","2020-07","COL","2020-07-31","Colombia",295508,10105,5764.228,197.11,1568540,30.596,0,0,0,0,51265841,44.223,"South America"
"763","2020-08","COL","2020-08-31","Colombia",615094,19662,11998.126,383.53,2736862,53.386,0,0,0,0,51265841,44.223,"South America"
"764","2020-09","COL","2020-09-30","Colombia",829679,25998,16183.856,507.121,3724462,72.65,0,0,0,0,51265841,44.223,"South America"
"765","2020-10","COL","2020-10-31","Colombia",1074184,31314,20953.211,610.816,5030456,98.125,0,0,0,0,51265841,44.223,"South America"
"766","2020-11","COL","2020-11-30","Colombia",1316806,36766,25685.836,717.164,6405449,124.946,0,0,0,0,51265841,44.223,"South America"
"767","2020-12","COL","2020-12-31","Colombia",1642775,43213,32044.242,842.92,8104617,158.09,0,0,0,0,51265841,44.223,"South America"
"768","2021-01","COL","2021-01-31","Colombia",2094884,53983,40863.155,1053.001,10057494,196.183,0,0,0,0,51265841,44.223,"South America"
"769","2021-02","COL","2021-02-28","Colombia",2251690,59766,43921.839,1165.806,11422582,222.811,130578,0,0.25,0,51265841,44.223,"South America"
"770","2021-03","COL","2021-03-31","Colombia",2406377,63422,46939.189,1237.12,12694994,247.631,2243392,0,4.38,0,51265841,44.223,"South America"
"771","2021-04","COL","2021-04-30","Colombia",2859724,73720,55782.251,1437.995,14762119,287.952,4986471,0,9.73,0,51265841,44.223,"South America"
"772","2021-05","COL","2021-05-31","Colombia",3406456,88774,66446.896,1731.64,16964487,330.912,10092122,0,19.69,0,51265841,44.223,"South America"
"773","2021-06","COL","2021-06-30","Colombia",4240982,106544,82725.299,2078.265,19887032,387.92,18281743,0,35.66,0,51265841,44.223,"South America"
"774","2021-07","COL","2021-07-31","Colombia",4785320,120723,93343.246,2354.843,22479769,438.494,27524377,0,53.69,0,51265841,44.223,"South America"
"775","2021-08","COL","2021-08-31","Colombia",4909086,124945,95757.446,2437.198,24114775,470.387,35546165,0,69.34,0,51265841,44.223,"South America"
"776","2021-09","COL","2021-09-30","Colombia",4957277,126299,96697.468,2463.609,25489790,497.208,NA,0,NA,0,51265841,44.223,"South America"
"777","2020-04","COM","2020-04-30","Comoros",1,0,1.126,0,0,0,0,0,0,0,888456,437.352,"Africa"
"778","2020-05","COM","2020-05-31","Comoros",106,2,119.308,2.251,0,0,0,0,0,0,888456,437.352,"Africa"
"779","2020-06","COM","2020-06-30","Comoros",303,7,341.041,7.879,0,0,0,0,0,0,888456,437.352,"Africa"
"780","2020-07","COM","2020-07-31","Comoros",378,7,425.457,7.879,0,0,0,0,0,0,888456,437.352,"Africa"
"781","2020-08","COM","2020-08-31","Comoros",423,7,476.107,7.879,0,0,0,0,0,0,888456,437.352,"Africa"
"782","2020-09","COM","2020-09-30","Comoros",479,7,539.138,7.879,0,0,0,0,0,0,888456,437.352,"Africa"
"783","2020-10","COM","2020-10-31","Comoros",545,7,613.424,7.879,0,0,0,0,0,0,888456,437.352,"Africa"
"784","2020-11","COM","2020-11-30","Comoros",611,7,687.71,7.879,0,0,0,0,0,0,888456,437.352,"Africa"
