"","year","id","go","m","l","k","sic3dig","countyear","va"
"373",81,39609,25036.201171875,5530.419921875,40,12235.7353515625,383,8,19505.78125
"374",82,39609,16326.0400390625,3192.99780273438,35,11359.833984375,383,8,13133.0419921875
"375",79,39609,23533.6171875,3762.0810546875,38,10530.8408203125,383,8,19771.53515625
"376",80,39609,23098,5610,39,9663.1845703125,383,8,17488
"377",79,39906,224195.359375,166586.96875,67,101652.1640625,311,8,57608.390625
"378",84,39906,471874.8125,399955.09375,53,89315.2578125,311,8,71919.71875
"379",80,39906,233206.3125,180290,47,98548.8359375,311,8,52916.3125
"380",81,39906,330789.96875,256502.828125,50,95695.9375,311,8,74287.140625
"381",86,39906,562357.625,360761.78125,97,86524.1171875,311,8,201595.84375
"382",85,39906,535788,378736.625,69,88654.796875,311,8,157051.375
"383",82,39906,517887.25,278651.15625,65,93723.96875,311,8,239236.09375
"384",83,39906,532462.5,404720.71875,45,91657.890625,311,8,127741.78125
"385",86,40068,33411.0390625,29525.03515625,31,6645.0673828125,311,8,3886.00390625
"386",81,40068,53000.6328125,48067.578125,39,9330.205078125,311,8,4933.0546875
"387",82,40068,56639.234375,45353.61328125,39,8884.6748046875,311,8,11285.62109375
"388",79,40068,46224.87890625,37535.8046875,38,6863.27587890625,311,8,8689.07421875
"389",83,40068,40808.0625,35869.66015625,42,8181.21875,311,8,4938.40234375
"390",85,40068,31522.41015625,27825.029296875,28,7005.6044921875,311,8,3697.380859375
"391",84,40068,39412.1953125,27981.162109375,38,7419.25341796875,311,8,11431.033203125
"392",80,40068,49424.97265625,23941,40,8859.353515625,311,8,25483.97265625
"393",81,42093,8435.0380859375,2649.93359375,13,2768.4638671875,332,8,5785.1044921875
"394",86,42093,7347.11181640625,1649.48999023438,10,1886.79797363281,332,8,5697.6220703125
"395",80,42093,9463.9462890625,2249,17,3060.541015625,332,8,7214.9462890625
"396",79,42093,8650.224609375,4626.80908203125,10,3399.91723632812,332,8,4023.41552734375
"397",83,42093,6828.798828125,2316.40380859375,11,2295.4169921875,332,8,4512.39501953125
"398",82,42093,6624.4599609375,2752.62670898438,13,2515.61083984375,332,8,3871.83325195312
"399",84,42093,7225.212890625,2195.73022460938,21,2102.53442382812,332,8,5029.482421875
"400",85,42093,7026.20703125,1889.75598144531,10,1932.59704589844,332,8,5136.451171875
"401",79,42237,3219.59423828125,1173.77026367188,16,7824.419921875,331,8,2045.82397460938
"402",83,42237,7208.12890625,2800.271484375,50,4940.8017578125,331,8,4407.857421875
"403",82,42237,5652.083984375,2797.84204101562,26,5669.69189453125,331,8,2854.24194335938
"404",86,42237,1485.33520507812,274.137359619141,39,4122.083984375,331,8,1211.19787597656
"405",80,42237,7334.6455078125,1394,14,7628.423828125,331,8,5940.6455078125
"406",84,42237,8337.87890625,1561.66296386719,16,4336.884765625,331,8,6776.2158203125
"407",81,42237,5444.33056640625,2246.86108398438,23,6553.23388671875,331,8,3197.46948242188
"408",85,42237,8949.6259765625,1274.22277832031,21,3834.11962890625,331,8,7675.4033203125
"409",86,42489,8146.27099609375,5588.4853515625,24,27932.037109375,322,8,2557.78564453125
"410",83,42489,7327.94580078125,6205.68798828125,22,29589.29296875,322,8,1122.2578125
"411",80,42489,25634.521484375,15056,50,32073.4765625,322,8,10578.521484375
"412",79,42489,125132.671875,20167.021484375,68,33161.65234375,322,8,104965.6484375
"413",82,42489,13639.6005859375,4018.71850585938,25,30306.470703125,322,8,9620.8818359375
"414",81,42489,35332.2890625,14373.8896484375,50,31128.703125,322,8,20958.3984375
"415",85,42489,9762.77734375,4218.14599609375,22,28413.54296875,322,8,5544.63134765625
"416",84,42489,5545.716796875,4150.9873046875,20,28962.45703125,322,8,1394.7294921875
"417",86,43245,10061.373046875,4452.86962890625,24,12234.572265625,369,8,5608.50341796875
"418",83,43245,4414.787109375,1521.32922363281,10,12384.1552734375,369,8,2893.4580078125
"419",82,43245,11806.5712890625,3217.7236328125,13,13075.0146484375,369,8,8588.84765625
"420",84,43245,8019.45556640625,2801.22314453125,13,11946.599609375,369,8,5218.232421875
"421",81,43245,22833.607421875,4129.01904296875,24,13711.099609375,369,8,18704.587890625
"422",79,43245,9308.1865234375,1496.77551269531,15,13642.796875,369,8,7811.4111328125
"423",80,43245,19028.365234375,886,21,13143.3662109375,369,8,18142.365234375
"424",85,43245,4231.7705078125,2461.3095703125,16,11348.37890625,369,8,1770.4609375
"425",80,44046,16461.462890625,6504,13,147.663040161133,322,8,9957.462890625
"426",79,44046,17495.642578125,8193.783203125,11,164.070053100586,322,8,9301.859375
"427",85,44046,13420.9609375,6443.689453125,11,376.285034179688,322,8,6977.271484375
"428",86,44046,15388.1064453125,8467.8056640625,11,338.656524658203,322,8,6920.30078125
"429",82,44046,15759.8271484375,6573.88623046875,11,516.166015625,322,8,9185.94140625
"430",81,44046,21734.3359375,8158.58349609375,12,573.517822265625,322,8,13575.751953125
"431",83,44046,13088.09765625,8097.82177734375,11,464.549407958984,322,8,4990.27587890625
"432",84,44046,11338.1064453125,6936.544921875,11,418.094482421875,322,8,4401.5615234375
"433",79,44235,5483.7578125,3528.52465820312,11,1742.509765625,331,8,1955.23315429688
"434",83,44235,6616.791015625,4448.01220703125,13,923.127197265625,331,8,2168.77880859375
"435",80,44235,7452.015625,3860,12,1595.24365234375,331,8,3592.015625
"436",85,44235,9881.2119140625,5257.48974609375,13,650.845397949219,331,8,4623.72216796875
"437",81,44235,7928.0849609375,3384.5009765625,13,1329.42126464844,331,8,4543.583984375
"438",84,44235,6366.64404296875,3886.72973632812,13,773.566711425781,331,8,2479.91430664062
"439",82,44235,6058.19775390625,2457.50415039062,13,1105.80993652344,331,8,3600.69360351562
"440",86,44235,6051.5087890625,4291.15771484375,13,549.90283203125,331,8,1760.35107421875
"441",82,44694,77874.8203125,47217.82421875,57,16851.91015625,311,8,30656.99609375
"442",81,44694,69336.53125,42164.13671875,68,16256.4697265625,311,8,27172.39453125
"443",86,44694,126376.1875,44825.97265625,38,12445.6123046875,311,8,81550.21875
"444",85,44694,114921.953125,45390.5703125,56,13515.091796875,311,8,69531.3828125
"445",79,44694,27558.001953125,18238.28125,52,9311.998046875,311,8,9319.720703125
"446",80,44694,61013,36607,60,17678.94140625,311,8,24406
"447",83,44694,131068.75,50229.78515625,50,15672.2587890625,311,8,80838.96875
"448",84,44694,123016.3671875,46056.66015625,51,14732.517578125,311,8,76959.703125
"449",84,44757,2723525.5,691480.25,1123,1985387.75,342,8,2032045.25
"450",86,44757,2462450.5,900910.8125,1122,1606593.625,342,8,1561539.75
"451",81,44757,5251846,1036085.0625,1696,1764409.125,342,8,4215761
"452",82,44757,4446174.5,884048.3125,1568,2313729,342,8,3562126.25
"453",80,44757,4473038,622110,1509,855814.625,342,8,3850928
"454",79,44757,4403680.5,633623.125,1642,892402.375,342,8,3770057.5
"455",85,44757,2535696.75,746075.375,1106,1646613.5,342,8,1789621.375
"456",83,44757,2938823.25,826266.875,1345,2161545.25,342,8,2112556.5
"457",86,44928,6798.46826171875,2091.61108398438,20,4153.095703125,342,8,4706.857421875
"458",79,44928,12859.6884765625,2796.05224609375,23,6941.447265625,342,8,10063.63671875
"459",85,44928,4978.40087890625,1741.1611328125,19,4427.50439453125,342,8,3237.23974609375
"460",81,44928,15587.947265625,2340.70263671875,21,5894.8759765625,342,8,13247.244140625
"461",82,44928,9272.513671875,2226.89306640625,20,5461.29443359375,342,8,7045.62060546875
"462",83,44928,6428.2138671875,1853.9443359375,15,5076.45263671875,342,8,4574.26953125
"463",84,44928,6664.705078125,1352.79736328125,18,4733.71728515625,342,8,5311.90771484375
"464",80,44928,15968,2946,23,6385.10546875,342,8,13022
"465",83,45081,21137.939453125,10519.01953125,22,4043.67041015625,311,8,10618.919921875
"466",82,45081,23391.05859375,12421.73828125,22,4565.92919921875,311,8,10969.3203125
"467",81,45081,19987.705078125,11825.1650390625,21,5058.02978515625,311,8,8162.5400390625
"468",85,45081,27452.919921875,16848.166015625,20,2898.77978515625,311,8,10604.75390625
"469",79,45081,24409.859375,17235.498046875,25,6571.66748046875,311,8,7174.361328125
"470",80,45081,21266,12499,22,5754.4462890625,311,8,8767
"471",84,45081,20890.1875,13840.9033203125,20,3213.64086914062,311,8,7049.2841796875
"472",86,45081,26333.982421875,16038.4345703125,20,2619.57592773438,311,8,10295.5478515625
"473",85,45117,258185.75,155015.5,197,64805.51171875,352,8,103170.25
"474",86,45117,309968.6875,234583.28125,206,62000.30859375,352,8,75385.40625
"475",82,45117,207225.84375,79488.8359375,118,24167.263671875,352,8,127737.0078125
"476",83,45117,215094.796875,117903.2734375,123,34599.49609375,352,8,97191.5234375
"477",79,45117,130288.296875,52861.6484375,109,18837.74609375,352,8,77426.6484375
"478",80,45117,133610.828125,49126,107,19056.64453125,352,8,84484.828125
"479",84,45117,260401.921875,122081.3984375,152,43374.49609375,352,8,138320.53125
"480",81,45117,202082.984375,70061.6171875,113,20653.486328125,352,8,132021.375
"481",83,46989,30009.646484375,28074.291015625,18,1234.13891601562,356,8,1935.35546875
"482",85,46989,51056.46484375,49782.47265625,22,1029.27612304688,356,8,1273.9921875
"483",80,46989,24451.693359375,19507,14,1662.517578125,356,8,4944.693359375
"484",86,46989,47150.359375,46191.9296875,21,2926.15087890625,356,8,958.4296875
"485",81,46989,36403.89453125,24330.330078125,15,1500.13317871094,356,8,12073.564453125
"486",79,46989,22632.9296875,18933.20703125,16,1848.95434570312,356,8,3699.72265625
"487",84,46989,47016.77734375,42096.7109375,19,1125.150390625,356,8,4920.06640625
"488",82,46989,28835.318359375,18559.70703125,14,1358.31433105469,356,8,10275.611328125
"489",79,48042,12812.92578125,10733.5400390625,14,6951.7822265625,311,8,2079.3857421875
"490",81,48042,14169.78515625,10802.287109375,17,6127.43798828125,311,8,3367.498046875
"491",85,48042,22800.1875,15308.302734375,17,4834.76025390625,311,8,7491.884765625
"492",84,48042,18366.33984375,12481.95703125,17,5121.0068359375,311,8,5884.3828125
"493",86,48042,22267.13671875,14102.38671875,18,4569.21337890625,311,8,8164.75
"494",80,48042,13149,10116,17,6521.84912109375,311,8,3033
"495",82,48042,21181.17578125,12713.734375,17,5764.6494140625,311,8,8467.44140625
"496",83,48042,20472.990234375,11827.8642578125,17,5430.13525390625,311,8,8645.1259765625
"497",83,48474,52112.33984375,22102.638671875,26,14082.4482421875,352,8,30009.701171875
"498",84,48474,50088.265625,19857.26953125,21,13871.0283203125,352,8,30230.99609375
"499",85,48474,44902.55859375,18138.85546875,23,13680.1044921875,352,8,26763.703125
"500",86,48474,52026.1796875,45096.6640625,19,13507.0078125,352,8,6929.515625
"501",82,48474,36305.34765625,25806.298828125,26,14317.5625,352,8,10499.048828125
"502",80,48474,57599.0390625,39000,28,14875.005859375,352,8,18599.0390625
"503",81,48474,54354.66796875,28995.447265625,26,14580.2060546875,352,8,25359.220703125
"504",79,48474,71365.171875,46187.15625,27,15207.556640625,352,8,25178.015625
"505",80,48897,250634.765625,92978,150,35943.95703125,332,8,157656.765625
"506",84,48897,213562.15625,62243.2109375,129,43469.515625,332,8,151318.9375
"507",81,48897,292360.1875,115859.9765625,195,46729.9609375,332,8,176500.21875
"508",79,48897,235007.609375,87352.59375,150,15029.015625,332,8,147655.015625
"509",83,48897,128436.328125,36889.63671875,102,43585.3515625,332,8,91546.6875
"510",82,48897,133004.609375,50875.3515625,124,46327.25,332,8,82129.2578125
"511",85,48897,240084.171875,88356.40625,202,50833.5859375,332,8,151727.765625
"512",86,48897,300601.875,103390.8125,213,49609.32421875,332,8,197211.0625
"513",84,49347,11791.8935546875,8533.2587890625,15,4747.97216796875,311,8,3258.634765625
"514",82,49347,13177.412109375,8463.1416015625,21,5497.6357421875,311,8,4714.2705078125
"515",85,49347,12681.5849609375,10022.494140625,16,4420.494140625,311,8,2659.0908203125
"516",81,49347,11305.447265625,7802.9345703125,20,5875.39306640625,311,8,3502.5126953125
"517",79,49347,10308.3857421875,7196.916015625,20,4461.50146484375,311,8,3111.4697265625
"518",80,49347,10834,7040,20,4110.2275390625,311,8,3794
"519",83,49347,13998.0341796875,8340.87109375,15,5105.78759765625,311,8,5657.1630859375
"520",86,49347,14986.3359375,9902.900390625,21,4120.15380859375,311,8,5083.435546875
"521",84,49815,6661.59375,3960.0048828125,11,1748.53125,311,8,2701.5888671875
"522",81,49815,5672.2265625,2676.99633789062,10,2387.54467773438,311,8,2995.23022460938
"523",80,49815,5747.89794921875,2559,10,2736.09350585938,311,8,3188.89794921875
"524",83,49815,6622.8681640625,3264.61303710938,11,1831.99340820312,311,8,3358.25512695312
"525",85,49815,6175.6396484375,4446.1376953125,10,1542.98291015625,311,8,1729.501953125
"526",82,49815,7447.81640625,3968.10815429688,11,2088.83862304688,311,8,3479.70825195312
"527",79,49815,5291.89453125,2697.83544921875,10,3144.18676757812,311,8,2594.05908203125
"528",86,49815,7322.77978515625,4060.79296875,10,1364.12841796875,311,8,3261.98681640625
"529",81,51417,12940.2001953125,7044.806640625,24,13087.0986328125,342,8,5895.3935546875
"530",83,51417,6485.552734375,3600.98999023438,18,10748.263671875,342,8,2884.56274414062
"531",82,51417,9393.76953125,6162.1767578125,21,11856.765625,342,8,3231.5927734375
"532",86,51417,9448.2734375,6255.9111328125,20,8033.828125,342,8,3192.3623046875
"533",85,51417,7285.71630859375,5849.98046875,15,8847.451171875,342,8,1435.73583984375
"534",79,51417,20506.84375,9337.2880859375,31,17726.947265625,342,8,11169.5556640625
"535",84,51417,6280.56005859375,4349.63525390625,16,9748.916015625,342,8,1930.9248046875
"536",80,51417,15011,7141,27,16032.82421875,342,8,7870
"537",79,52002,17271.4921875,7220.50244140625,22,2990.3759765625,342,8,10050.990234375
"538",85,52002,12670.5380859375,7508.9453125,19,7383.81005859375,342,8,5161.5927734375
"539",80,52002,18277.642578125,5547,26,10916.140625,342,8,12730.642578125
"540",86,52002,13159.7392578125,8222.23046875,30,7500.4482421875,342,8,4937.5087890625
"541",83,52002,12988.8994140625,7412.04833984375,16,8393.8857421875,342,8,5576.85107421875
"542",81,52002,22818.220703125,10332.50390625,30,10170.3876953125,342,8,12485.716796875
"543",82,52002,14964.5810546875,6185.634765625,20,9143.43359375,342,8,8778.9462890625
"544",84,52002,14232.078125,6953.666015625,17,7833.701171875,342,8,7278.412109375
"545",86,52038,4757.9736328125,3202.36376953125,12,2193.55102539062,342,8,1555.60986328125
"546",85,52038,4552.28955078125,3446.904296875,10,2030.30859375,342,8,1105.38525390625
"547",82,52038,9798.5673828125,4477.244140625,16,3012.59545898438,342,8,5321.3232421875
"548",83,52038,6714.3330078125,4512.11376953125,10,2591.947265625,342,8,2202.21923828125
"549",84,52038,5212.65087890625,2824.78173828125,10,2294.96606445312,342,8,2387.869140625
"550",79,52038,17303.939453125,5141.892578125,14,2016.44494628906,342,8,12162.046875
"551",81,52038,16982.6484375,7963.65478515625,16,3409.60473632812,342,8,9018.994140625
"552",80,52038,11565.103515625,4798,17,1741.09497070312,342,8,6767.103515625
"553",85,55674,17247.390625,12706.9619140625,54,2242.244140625,311,8,4540.4287109375
"554",84,55674,21560.640625,12208.982421875,60,2563.71166992188,311,8,9351.658203125
"555",86,55674,17053.703125,7917.79150390625,57,1951.07580566406,311,8,9135.912109375
"556",83,55674,24160.564453125,11652.4384765625,56,3115.44262695312,311,8,12508.1259765625
"557",82,55674,25998.2734375,16391.748046875,53,3633.0166015625,311,8,9606.525390625
"558",79,55674,18258.33203125,11484.955078125,32,3794.87841796875,311,8,6773.376953125
"559",81,55674,32599.287109375,22782.375,48,4248.56201171875,311,8,9816.912109375
"560",80,55674,24853.11328125,12366,34,3524.07763671875,311,8,12487.11328125
"561",82,56439,24624.94140625,10988.3876953125,24,2758.95288085938,311,8,13636.5537109375
"562",80,56439,14537,8884,24,3486.9365234375,311,8,5653
"563",83,56439,20682.03125,13467.3447265625,26,2458.41186523438,311,8,7214.6865234375
"564",81,56439,16242.32421875,9528.259765625,25,3099.73364257812,311,8,6714.064453125
"565",79,56439,15157.572265625,10255.0009765625,28,3927.85913085938,311,8,4902.5712890625
"566",86,56439,20787.912109375,14111.5078125,30,1749.39685058594,311,8,6676.404296875
"567",84,56439,19170.9375,14264.09375,27,2192.85375976562,311,8,4906.84375
"568",85,56439,21135.373046875,17164.689453125,29,1957.79504394531,311,8,3970.68359375
"569",82,56637,7630.11767578125,5699.162109375,11,2993.48486328125,311,8,1930.95556640625
"570",81,56637,8680.3583984375,5693.66943359375,12,3238.09375,311,8,2986.68896484375
"571",79,56637,7466.74072265625,6735.85107421875,10,3826.056640625,311,8,730.8896484375
"572",80,56637,8286.162109375,6404,13,3700.02392578125,311,8,1882.162109375
"573",84,56637,6681.93115234375,5092.28076171875,12,2308.63403320312,311,8,1589.650390625
"574",85,56637,7753.1220703125,4794.2353515625,15,2060.45092773438,311,8,2958.88671875
"575",83,56637,6905.6162109375,5730.3544921875,13,2592.39306640625,311,8,1175.26171875
"576",86,56637,11904.02734375,6790.00341796875,17,1842.73229980469,311,8,5114.02392578125
"577",79,57816,25731.376953125,11356.5673828125,44,5510.40087890625,381,8,14374.8095703125
"578",86,57816,16486.443359375,8843.7861328125,43,3085.05200195312,381,8,7642.6572265625
"579",83,57816,17275.134765625,6837.6015625,27,4005.8525390625,381,8,10437.533203125
"580",84,57816,17003.244140625,8567.123046875,34,3758.53833007812,381,8,8436.12109375
"581",80,57816,31005.974609375,14326,47,5389.95556640625,381,8,16679.974609375
"582",81,57816,26147.158203125,14432.203125,49,4858.23876953125,381,8,11714.955078125
"583",85,57816,10257.4873046875,6213.70703125,32,3396.24291992188,381,8,4043.7802734375
"584",82,57816,12524.67578125,6470.115234375,32,4402.033203125,381,8,6054.560546875
"585",84,57996,8072.94970703125,5246.50048828125,19,3108.66040039062,322,8,2826.44921875
"586",85,57996,10802.5146484375,4776.44091796875,20,2945.78686523438,322,8,6026.07373046875
"587",79,57996,7094.69970703125,2900.92138671875,13,4259.09228515625,322,8,4193.7783203125
"588",81,57996,12126.9921875,8243.4580078125,19,3720.53759765625,322,8,3883.5341796875
"589",83,57996,6711.29248046875,5085.99072265625,18,3290.45434570312,322,8,1625.3017578125
"590",82,57996,11705.7822265625,7463.69140625,18,3493.5205078125,322,8,4242.0908203125
"591",80,57996,7608.94677734375,6271,20,3974.56201171875,322,8,1337.94677734375
"592",86,57996,11660.671875,5082.560546875,18,2799.76318359375,322,8,6578.111328125
"593",83,58113,38474.21875,20947.44140625,50,34678.2734375,383,8,17526.77734375
"594",84,58113,134041.328125,43067.55859375,69,32957.1015625,383,8,90973.765625
"595",80,58113,74391.3125,7862,41,30539.314453125,383,8,66529.3125
"596",79,58113,46926.8671875,8775.888671875,42,31906.40625,383,8,38150.9765625
"597",86,58113,214511.140625,29886.154296875,94,32676.640625,383,8,184624.984375
"598",85,58113,93435.21875,30794.595703125,73,32448.685546875,383,8,62640.625
"599",82,58113,29205.73828125,5801.1728515625,55,36493.125,383,8,23404.56640625
"600",81,58113,58272.17578125,8499.2509765625,51,31836.068359375,383,8,49772.92578125
"601",86,58869,14935.486328125,10068.0595703125,18,2227.49072265625,383,8,4867.4267578125
"602",82,58869,11655.173828125,7290.95849609375,15,2951.77294921875,383,8,4364.21533203125
"603",85,58869,12544.1875,8779.2451171875,15,2324.11499023438,383,8,3764.9423828125
"604",83,58869,8987.046875,4865.0029296875,10,2628.208984375,383,8,4122.0439453125
"605",84,58869,10431.3017578125,7058.99755859375,14,2466.88916015625,383,8,3372.30419921875
"606",79,58869,13336.3544921875,7262.03125,10,3733.07836914062,383,8,6074.3232421875
"607",80,58869,15655,9054,15,3651.0048828125,383,8,6601
"608",81,58869,21468.849609375,13527.16015625,16,3334.02758789062,383,8,7941.689453125
"609",83,58878,12809.64453125,10657.96484375,42,12125.298828125,381,8,2151.6796875
"610",82,58878,28351.39453125,8016.572265625,38,13491.2705078125,381,8,20334.822265625
"611",79,58878,42026.5703125,19565.54296875,82,15326.1826171875,381,8,22461.02734375
"612",80,58878,47682.765625,23747,74,15934.7646484375,381,8,23935.765625
"613",84,58878,30712.244140625,13141.16015625,50,10891.0908203125,381,8,17571.083984375
"614",81,58878,50366.57421875,29952.59375,70,15003.9013671875,381,8,20413.98046875
"615",85,58878,22278.46484375,11480.708984375,42,9775.3408203125,381,8,10797.755859375
"616",86,58878,23705.380859375,12302.2421875,44,8766.1572265625,381,8,11403.138671875
"617",79,59265,12134.3564453125,4489.41064453125,31,6155.06005859375,381,8,7644.94580078125
"618",83,59265,9741.2890625,3987.89331054688,16,9000.7109375,381,8,5753.3955078125
"619",82,59265,4084.81372070312,1894.10998535156,11,4971.8408203125,381,8,2190.70361328125
"620",84,59265,12122.9140625,4561.55322265625,16,8606.21484375,381,8,7561.36083984375
"621",80,59265,12483,2934,17,5595.7861328125,381,8,9549
"622",86,59265,15079.8642578125,6705.96728515625,26,7186.91259765625,381,8,8373.896484375
"623",81,59265,10701.427734375,3267.45068359375,24,5607.31396484375,381,8,7433.97705078125
"624",85,59265,9257.66796875,3742.43823242188,20,7781.18408203125,381,8,5515.2294921875
"625",81,59949,39058.9375,18368.306640625,39,3307.0244140625,322,8,20690.630859375
"626",86,59949,91214.7421875,38370.34765625,84,12588.6005859375,322,8,52844.39453125
"627",82,59949,36892.16015625,16536.037109375,41,3420.25708007812,322,8,20356.123046875
"628",80,59949,33980.26171875,13772,33,3339.38134765625,322,8,20208.26171875
"629",85,59949,71583.140625,31444.013671875,65,12600.7275390625,322,8,40139.125
"630",79,59949,21226.056640625,12398.2919921875,24,2681.77514648438,322,8,8827.7646484375
"631",83,59949,42409.66796875,24376.75390625,43,7648.37060546875,322,8,18032.9140625
"632",84,59949,47322.78515625,28531.90234375,51,11109.505859375,322,8,18790.8828125
"633",79,60588,41589.78125,14873.716796875,52,19253.525390625,311,8,26716.064453125
"634",82,60588,45049.90234375,16124.4814453125,42,17829.267578125,311,8,28925.421875
"635",83,60588,35824.078125,15625.275390625,41,16501.298828125,311,8,20198.802734375
"636",84,60588,33978.3984375,12304.28125,43,16328.3564453125,311,8,21674.1171875
"637",86,60588,42606.9765625,15660.72265625,29,17199.005859375,311,8,26946.25390625
"638",85,60588,37590.41015625,17616.697265625,38,16714.078125,311,8,19973.712890625
"639",80,60588,48166.5859375,22692,53,18326.291015625,311,8,25474.5859375
"640",81,60588,53696.0078125,20221.8125,50,17971.447265625,311,8,33474.1953125
"641",80,61029,42424.30078125,13945,57,2865.951171875,322,8,28479.30078125
"642",84,61029,40688.66796875,21483.404296875,53,1946.748046875,322,8,19205.263671875
"643",82,61029,44578.00390625,27373.818359375,51,2352.404296875,322,8,17204.185546875
"644",79,61029,45346.28515625,19549.74609375,44,3172.92504882812,322,8,25796.5390625
"645",81,61029,40823.0859375,17083.69140625,54,2593.88891601562,322,8,23739.39453125
"646",86,61029,51399.265625,20101.955078125,49,1624.76904296875,322,8,31297.310546875
"647",85,61029,35592.80859375,17465.62890625,52,1776.55859375,322,8,18127.1796875
"648",83,61029,54799.27734375,26789.443359375,50,2137.76538085938,322,8,28009.833984375
"649",85,61398,226483.640625,75225.5625,281,197406.984375,324,8,151258.078125
"650",81,61398,302630.53125,81822.109375,304,246945.984375,324,8,220808.421875
"651",83,61398,283441.625,71115.28125,274,220591.25,324,8,212326.34375
"652",80,61398,231140.453125,101267,237,258358.625,324,8,129873.453125
"653",79,61398,267868.1875,75826.984375,311,275413.46875,324,8,192041.203125
"654",84,61398,317400.3125,80565.984375,272,208460.859375,324,8,236834.328125
"655",86,61398,313567.5,74469.71875,292,205949.875,324,8,239097.78125
"656",82,61398,381287.8125,80838.6015625,284,234015.65625,324,8,300449.21875
"657",85,62856,17268.84765625,10736.984375,30,8399.4951171875,356,8,6531.86328125
"658",86,62856,23048.994140625,13068.2353515625,32,7742.42578125,356,8,9980.7587890625
"659",81,62856,13773.9736328125,2272.18115234375,19,4839.40283203125,356,8,11501.79296875
"660",79,62856,8598.2529296875,3257.9404296875,21,4146.68603515625,356,8,5340.3125
"661",82,62856,14221.7705078125,1725.08618164062,18,6189.13037109375,356,8,12496.6845703125
"662",84,62856,19315.6171875,9858.09765625,27,7731.46142578125,356,8,9457.51953125
"663",80,62856,13000.646484375,1511,18,3857.73486328125,356,8,11489.646484375
"664",83,62856,14645.40625,6176.330078125,27,8657.537109375,356,8,8469.076171875
"665",79,63252,29979.0703125,7324.9501953125,53,21659.701171875,321,8,22654.12109375
"666",81,63252,38006.984375,13870.7900390625,53,17543.59375,321,8,24136.1953125
"667",85,63252,26637.08203125,11921.83984375,49,11508.966796875,321,8,14715.2421875
"668",86,63252,35982.48046875,14864.52734375,51,10357.66796875,321,8,21117.953125
"669",82,63252,32514.986328125,4958.224609375,47,15788.8310546875,321,8,27556.76171875
"670",83,63252,31047.939453125,9037.87109375,29,14209.5458984375,321,8,22010.068359375
"671",80,63252,27212.173828125,9756,50,19493.328125,321,8,17456.173828125
"672",84,63252,32640.2578125,13874.6044921875,42,12788.1884765625,321,8,18765.65234375
"673",81,64116,50798.36328125,29743.958984375,53,9883.9423828125,321,8,21054.404296875
"674",80,64116,34647,19641,47,7006.9150390625,321,8,15006
"675",79,64116,33739.0078125,16361.75390625,50,6361.58349609375,321,8,17377.25390625
"676",84,64116,31374.84765625,21173.189453125,61,2958.80908203125,321,8,10201.658203125
"677",85,64116,30793.6015625,24023.7109375,73,2987.986328125,321,8,6769.890625
"678",83,64116,40044.875,23442.669921875,56,5050.67041015625,321,8,16602.205078125
"679",86,64116,36813.625,26165.58203125,50,3059.01635742188,321,8,10648.04296875
"680",82,64116,39739.5390625,24652.09765625,64,6079.734375,321,8,15087.44140625
"681",79,64602,9447.171875,7278.7001953125,12,3284.47900390625,322,8,2168.4716796875
"682",83,64602,6264.40625,3776.87890625,12,2494.38159179688,322,8,2487.52734375
"683",80,64602,8616.4443359375,6413,13,3179.29443359375,322,8,2203.4443359375
"684",81,64602,6743.05322265625,5583.166015625,13,2889.23315429688,322,8,1159.88720703125
"685",85,64602,6047.8505859375,4312.4677734375,13,2205.41796875,322,8,1735.3828125
"686",86,64602,9225.3349609375,4303.236328125,14,2037.63598632812,322,8,4922.0986328125
"687",84,64602,7271.7919921875,5540.95458984375,12,2290.94677734375,322,8,1730.83740234375
"688",82,64602,5646.80810546875,3552.55029296875,13,2725.67846679688,322,8,2094.2578125
"689",81,64728,8481.91015625,6278.07763671875,16,1857.31848144531,322,8,2203.83251953125
"690",83,64728,8622.8515625,6844.45947265625,16,1503.22143554688,322,8,1778.39208984375
"691",79,64728,4601.90771484375,3661.68579101562,10,2423.65283203125,322,8,940.221923828125
"692",85,64728,11146.8583984375,5271.7275390625,21,1218.642578125,322,8,5875.130859375
"693",84,64728,12401.15625,8819.314453125,18,1353.19653320312,322,8,3581.841796875
"694",86,64728,15137.599609375,6687.22900390625,19,1291.08325195312,322,8,8450.37109375
"695",82,64728,7339.22314453125,4375.64111328125,21,1670.56640625,322,8,2963.58203125
