"","nuts2","year","emp","country","gva","k","regionid"
"2470","ro11",2012,5369.7,"ro",37586.7,42052.15625,206
"2471","ro12",2000,4936.8,"ro",12271.54,2184.42993164062,207
"2472","ro12",2001,4901.6,"ro",13572.25,4452.1953125,207
"2473","ro12",2002,4974.8,"ro",14828.83,6863.90625,207
"2474","ro12",2003,4870.5,"ro",15684.98,9193.05078125,207
"2475","ro12",2004,5103.7,"ro",17647,11720.3134765625,207
"2476","ro12",2005,4925.4,"ro",22344.77,15468.31640625,207
"2477","ro12",2006,5065.9,"ro",27835.88,21696.48828125,207
"2478","ro12",2007,5062.2,"ro",36163.33,30426.765625,207
"2479","ro12",2008,5323,"ro",39277.76,39177.7890625,207
"2480","ro12",2009,4975.9,"ro",34551.28,41977.62109375,207
"2481","ro12",2010,4727.3,"ro",35333.32,44067.34765625,207
"2482","ro12",2011,4717.4,"ro",35599.62,46665.3359375,207
"2483","ro12",2012,4473.1,"ro",37564.55,47594.27734375,207
"2484","ro21",2000,7120.8,"ro",11756.48,1794.19995117188,208
"2485","ro21",2001,7029,"ro",13305.54,3570.1201171875,208
"2486","ro21",2002,6451.5,"ro",14278.48,5401.751953125,208
"2487","ro21",2003,6412.1,"ro",15273.92,7187.34912109375,208
"2488","ro21",2004,6395.3,"ro",17228.3,9150.8564453125,208
"2489","ro21",2005,6279.7,"ro",21759.7,12045.91796875,208
"2490","ro21",2006,6363.1,"ro",26114.2,15899.640625,208
"2491","ro21",2007,6395.7,"ro",33451.95,22986.765625,208
"2492","ro21",2008,6346.8,"ro",36854.03,29785.03125,208
"2493","ro21",2009,6306.2,"ro",32234.94,30490.826171875,208
"2494","ro21",2010,6175.7,"ro",32725.26,31891.47265625,208
"2495","ro21",2011,6353.5,"ro",32558.62,33758.73046875,208
"2496","ro21",2012,5599.5,"ro",33788.63,34323.53125,208
"2497","ro22",2000,5283.4,"ro",11743.19,1978.16003417969,209
"2498","ro22",2001,5221.1,"ro",12970.93,4023.42602539062,209
"2499","ro22",2002,5078.6,"ro",13943.78,5982.662109375,209
"2500","ro22",2003,4986.1,"ro",14551.8,7936.892578125,209
"2501","ro22",2004,5140.2,"ro",17284.91,10223.5888671875,209
"2502","ro22",2005,5007.3,"ro",21989.21,13537.130859375,209
"2503","ro22",2006,5145.6,"ro",26700.2,18351.7421875,209
"2504","ro22",2007,5172.9,"ro",32591.86,26095.810546875,209
"2505","ro22",2008,5259.4,"ro",35623.28,33716.9375,209
"2506","ro22",2009,5215.5,"ro",30861.57,35798.21484375,209
"2507","ro22",2010,5096.7,"ro",32511.08,39079.87109375,209
"2508","ro22",2011,4944.8,"ro",33107.84,41096.7421875,209
"2509","ro22",2012,4396,"ro",35118.37,41807.1015625,209
"2510","ro31",2000,6436.9,"ro",12473.49,2497.830078125,210
"2511","ro31",2001,6332.1,"ro",14160.74,5169.685546875,210
"2512","ro31",2002,6107.6,"ro",15320.1,7698.9326171875,210
"2513","ro31",2003,5990.9,"ro",16078.5,10264.892578125,210
"2514","ro31",2004,6134.6,"ro",19157.01,13297.1484375,210
"2515","ro31",2005,5966.2,"ro",24910.67,17612.7265625,210
"2516","ro31",2006,6082.2,"ro",30540.47,24841.787109375,210
"2517","ro31",2007,6088.9,"ro",38210.7,34861.609375,210
"2518","ro31",2008,6153,"ro",43457.04,44370.38671875,210
"2519","ro31",2009,5803.3,"ro",38935.5,45171.41796875,210
"2520","ro31",2010,5650.5,"ro",38923.12,47420.81640625,210
"2521","ro31",2011,5365.9,"ro",39599.75,50197.1953125,210
"2522","ro31",2012,5502.6,"ro",38663.34,52456.49609375,210
"2523","ro32",2000,5342.4,"ro",23717.46,7392.47021484375,211
"2524","ro32",2001,5351.9,"ro",24917.56,15606.779296875,211
"2525","ro32",2002,5590.4,"ro",26836.86,23354.501953125,211
"2526","ro32",2003,5472.2,"ro",28833.94,31198.017578125,211
"2527","ro32",2004,5924,"ro",33665.92,39341.1953125,211
"2528","ro32",2005,5755.2,"ro",48233.08,52089.56640625,211
"2529","ro32",2006,6039.9,"ro",57933.71,65506.1015625,211
"2530","ro32",2007,6143,"ro",76673.09,98531.765625,211
"2531","ro32",2008,6212.8,"ro",94291.12,139718.40625,211
"2532","ro32",2009,6169.3,"ro",76341.18,148892.6875,211
"2533","ro32",2010,6116.2,"ro",81455.67,160317.640625,211
"2534","ro32",2011,6197.8,"ro",88692.55,171641.96875,211
"2535","ro32",2012,6350.6,"ro",88203.53,187283.609375,211
"2536","ro41",2000,4469,"ro",8421.9,1145.01000976562,212
"2537","ro41",2001,4411.2,"ro",9655.71,2363.23852539062,212
"2538","ro41",2002,4121.8,"ro",9636.91,3613.07275390625,212
"2539","ro41",2003,4076.1,"ro",11047.52,4809.001953125,212
"2540","ro41",2004,4079.2,"ro",12646.35,6252.99169921875,212
"2541","ro41",2005,3983.3,"ro",15515.22,8306.1328125,212
"2542","ro41",2006,4045.6,"ro",19323.89,11484.712890625,212
"2543","ro41",2007,4050.5,"ro",24410.69,16282.765625,212
"2544","ro41",2008,3976,"ro",26640.91,20941.541015625,212
"2545","ro41",2009,3926.3,"ro",23101.21,22453.400390625,212
"2546","ro41",2010,3826.3,"ro",24005.22,25143.759765625,212
"2547","ro41",2011,3885.2,"ro",24440.87,27752.125,212
"2548","ro41",2012,3530,"ro",24713.62,29328.255859375,212
"2549","ro42",2000,4103.2,"ro",9457.82,1692.90002441406,213
"2550","ro42",2001,4064.3,"ro",10595.93,3423.23510742188,213
"2551","ro42",2002,4106.5,"ro",11494.15,5231.44970703125,213
"2552","ro42",2003,4015.7,"ro",12673.12,7045.5625,213
"2553","ro42",2004,4195.3,"ro",14810.57,9101.98828125,213
"2554","ro42",2005,4046.4,"ro",19260.02,11991.3701171875,213
"2555","ro42",2006,4149.5,"ro",24425.47,15904.9150390625,213
"2556","ro42",2007,4143.1,"ro",31101.07,23330.818359375,213
"2557","ro42",2008,4121.3,"ro",35239.21,30785.375,213
"2558","ro42",2009,4017.8,"ro",30265.13,32504.5078125,213
"2559","ro42",2010,3883.2,"ro",31961.62,33577.80078125,213
"2560","ro42",2011,4019.2,"ro",32440.7,34804.9921875,213
"2561","ro42",2012,3829.6,"ro",32266.05,35572.7734375,213
"2562","se11",2000,6025,"se",210713.08,51154.48828125,214
"2563","se11",2001,6170,"se",198123.85,89552.4375,214
"2564","se11",2002,6108,"se",207275.89,126465.5,214
"2565","se11",2003,6076,"se",215085.93,155304.78125,214
"2566","se11",2004,5955,"se",229919.87,184092.9375,214
"2567","se11",2005,6031,"se",235884.69,207138.984375,214
"2568","se11",2006,6112,"se",249009.34,233219.53125,214
"2569","se11",2007,6263,"se",268083.79,261527.8125,214
"2570","se11",2008,6406,"se",266806.52,285447.1875,214
"2571","se11",2009,6376,"se",246887.88,296899.1875,214
"2572","se11",2010,6455,"se",286586.04,316828.46875,214
"2573","se11",2011,6622,"se",321754.53,355248.40625,214
"2574","se11",2012,6750,"se",339754.48,387339.1875,214
"2575","se12",2000,3790,"se",104494.26,27900.349609375,215
"2576","se12",2001,3859,"se",99787.9,50217.4375,215
"2577","se12",2002,3901,"se",105184.42,68347.1328125,215
"2578","se12",2003,3885,"se",109212.66,85845.3125,215
"2579","se12",2004,3831,"se",114021.58,102090.5234375,215
"2580","se12",2005,3817,"se",115769.53,119395.6015625,215
"2581","se12",2006,3862,"se",123806.94,135119.21875,215
"2582","se12",2007,3969,"se",131446.15,152887.578125,215
"2583","se12",2008,3974,"se",129267.71,169832.765625,215
"2584","se12",2009,3865,"se",112877.84,175889.0625,215
"2585","se12",2010,3889,"se",135410.35,187183.140625,215
"2586","se12",2011,3988,"se",149269.96,201232.296875,215
"2587","se12",2012,4018,"se",157435.46,213068.578125,215
"2588","se21",2000,2190,"se",57005.06,14771.1103515625,216
"2589","se21",2001,2236,"se",53372.95,26564.8046875,216
"2590","se21",2002,2226,"se",56169.57,36118.5234375,216
"2591","se21",2003,2214,"se",58609.53,44783.734375,216
"2592","se21",2004,2207,"se",60882.91,53059.21484375,216
"2593","se21",2005,2186,"se",59971.67,60721.53125,216
"2594","se21",2006,2203,"se",65183.9,69505.6484375,216
"2595","se21",2007,2247,"se",69278.62,76158.3203125,216
"2596","se21",2008,2282,"se",68819.58,82628.9375,216
"2597","se21",2009,2190,"se",56767.34,84202.8046875,216
"2598","se21",2010,2206,"se",67676.17,87553.953125,216
"2599","se21",2011,2224,"se",74831.55,90564.859375,216
"2600","se21",2012,2226,"se",78112.62,93526.109375,216
"2601","se22",2000,3301,"se",94186.04,23258.1796875,217
"2602","se22",2001,3377,"se",88356.25,44872.59375,217
"2603","se22",2002,3371,"se",93933.36,61814.96484375,217
"2604","se22",2003,3361,"se",97113.28,77223.8125,217
"2605","se22",2004,3356,"se",100621.1,91559.28125,217
"2606","se22",2005,3377,"se",102879.92,104852.6015625,217
"2607","se22",2006,3485,"se",109808.72,118983.0625,217
"2608","se22",2007,3564,"se",121757.27,137254.453125,217
"2609","se22",2008,3551,"se",115351.23,149951.71875,217
"2610","se22",2009,3466,"se",99312.09,154667.578125,217
"2611","se22",2010,3514,"se",119124.8,163679.1875,217
"2612","se22",2011,3586,"se",128817.03,172991.1875,217
"2613","se22",2012,3592,"se",135054.52,182340.015625,217
"2614","se23",2000,4688,"se",139329.22,35279.328125,218
"2615","se23",2001,4899,"se",133712.2,67562.9296875,218
"2616","se23",2002,4945,"se",137759.11,94670.3125,218
"2617","se23",2003,4946,"se",148020.1,119805.6953125,218
"2618","se23",2004,4930,"se",152086.19,140995.4375,218
"2619","se23",2005,4972,"se",154405.43,161259.796875,218
"2620","se23",2006,5050,"se",167028.21,184083.265625,218
"2621","se23",2007,5164,"se",175659.29,209588.375,218
"2622","se23",2008,5213,"se",175753.91,230747.578125,218
"2623","se23",2009,5050,"se",150745.74,238156.875,218
"2624","se23",2010,5083,"se",179452.05,254081.28125,218
"2625","se23",2011,5206,"se",197465.3,265825.875,218
"2626","se23",2012,5235,"se",204876.9,282106.34375,218
"2627","se31",2000,2066,"se",56953.65,12386.7900390625,219
"2628","se31",2001,2069,"se",52270.2,21755.671875,219
"2629","se31",2002,2082,"se",55169.46,30335.330078125,219
"2630","se31",2003,2065,"se",57815.14,38729.94921875,219
"2631","se31",2004,2068,"se",60570.45,46899.3984375,219
"2632","se31",2005,2044,"se",61327.69,54467.390625,219
"2633","se31",2006,2061,"se",64987.03,61881.43359375,219
"2634","se31",2007,2091,"se",67273.86,67929.75,219
"2635","se31",2008,2088,"se",65983.13,73789.5546875,219
"2636","se31",2009,1997,"se",55766.8,75771.203125,219
"2637","se31",2010,2023,"se",66752.1,79520.6015625,219
"2638","se31",2011,2048,"se",72062.84,82443.78125,219
"2639","se31",2012,2034,"se",75632.04,85386.7734375,219
"2640","se32",2000,961,"se",26809.2,6886.6298828125,220
"2641","se32",2001,963,"se",26609.3,12156.765625,220
"2642","se32",2002,963,"se",26629.65,16597.55078125,220
"2643","se32",2003,961,"se",27309.13,19885.068359375,220
"2644","se32",2004,968,"se",28267.92,24855.7890625,220
"2645","se32",2005,956,"se",28721.53,29310.05078125,220
"2646","se32",2006,966,"se",29858.56,32950.04296875,220
"2647","se32",2007,974,"se",30228.97,36240.84765625,220
"2648","se32",2008,983,"se",30699.81,40047.890625,220
"2649","se32",2009,944,"se",27068.86,40712.24609375,220
"2650","se32",2010,922,"se",32713.89,41650.28125,220
"2651","se32",2011,943,"se",34432.43,42953.71875,220
"2652","se32",2012,945,"se",35937.1,45234.69921875,220
"2653","se33",2000,1281,"se",34486.81,9602.7197265625,221
"2654","se33",2001,1282,"se",33081.33,16797.9921875,221
"2655","se33",2002,1289,"se",34453.95,22698.013671875,221
"2656","se33",2003,1281,"se",36215.54,28259.6015625,221
"2657","se33",2004,1288,"se",38451.39,33682.76171875,221
"2658","se33",2005,1271,"se",39341.94,39084.31640625,221
"2659","se33",2006,1315,"se",43145.76,46129.1484375,221
"2660","se33",2007,1333,"se",43355.21,53283.67578125,221
"2661","se33",2008,1344,"se",43867.3,59323.79296875,221
"2662","se33",2009,1291,"se",36020.94,60384.46484375,221
"2663","se33",2010,1311,"se",46634.16,63427.6953125,221
"2664","se33",2011,1334,"se",50366.68,68066.125,221
"2665","se33",2012,1357,"se",52619.92,73469.546875,221
"2666","si03",2000,2401.45,"si",25116.95,7798.72998046875,222
"2667","si03",2001,2407.89,"si",26538.64,14045.1904296875,222
"2668","si03",2002,2403.05,"si",28447.9,20337.130859375,222
"2669","si03",2003,2377.45,"si",29344.2,26286.55078125,222
"2670","si03",2004,2369.23,"si",30956.12,31628.3671875,222
"2671","si03",2005,2328.41,"si",32573.78,37732.98046875,222
"2672","si03",2006,2354.01,"si",34906.68,44151.7734375,222
"2673","si03",2007,2433.43,"si",38584.82,51818.9375,222
"2674","si03",2008,2492,"si",41548.9,59639.5859375,222
"2675","si03",2009,2408.36,"si",39190.31,62020.08984375,222
"2676","si03",2010,2342.26,"si",39284.55,62583.48828125,222
"2677","si03",2011,2306.45,"si",40208.69,62672.234375,222
"2678","si03",2012,2266.56,"si",38990.43,62255.1484375,222
"2679","si04",2000,2302.12,"si",29777.15,9432.2998046875,223
"2680","si04",2001,2341.42,"si",32045.04,18258.634765625,223
"2681","si04",2002,2426.32,"si",34386.19,24859.46875,223
"2682","si04",2003,2450.64,"si",36921.07,31173.8984375,223
"2683","si04",2004,2485.41,"si",38960.38,38119.0625,223
"2684","si04",2005,2506.6,"si",41125.28,43925.00390625,223
"2685","si04",2006,2558.55,"si",44613.87,50409.5546875,223
"2686","si04",2007,2643.15,"si",49534.77,57500.91015625,223
"2687","si04",2008,2708.42,"si",53458.43,65497.60546875,223
"2688","si04",2009,2675.02,"si",51383.54,69487.3046875,223
"2689","si04",2010,2630.97,"si",51538.92,71363.640625,223
"2690","si04",2011,2592.08,"si",52176.98,72541.15625,223
"2691","si04",2012,2585.3,"si",50849.04,72443.671875,223
"2692","sk01",2000,2008.21,"sk",14482.64,4518.330078125,224
"2693","sk01",2001,2101.68,"sk",15541.17,8359.91015625,224
"2694","sk01",2002,2066.79,"sk",17524.35,12754.2431640625,224
"2695","sk01",2003,2057.8,"sk",19835.15,16232.1669921875,224
"2696","sk01",2004,2093.25,"sk",23026.54,20059.58203125,224
"2697","sk01",2005,2228.29,"sk",27946.39,24785.25390625,224
"2698","sk01",2006,2215.04,"sk",31511.5,29604.625,224
"2699","sk01",2007,2309,"sk",39589.98,36849.73046875,224
"2700","sk01",2008,2366.67,"sk",45710.48,42912.94140625,224
"2701","sk01",2009,2444.81,"sk",47380.51,47366.4609375,224
"2702","sk01",2010,2320.6,"sk",50346.39,54711.5,224
"2703","sk01",2011,2345.61,"sk",51556.97,64012.21484375,224
"2704","sk01",2012,2390.62,"sk",52722.23,72125.453125,224
"2705","sk02",2000,3573.86,"sk",17988.6,5246.6298828125,225
"2706","sk02",2001,3588.61,"sk",19390.52,11135.8359375,225
"2707","sk02",2002,3643.25,"sk",20783.6,16298.9609375,225
"2708","sk02",2003,3671.07,"sk",23952.04,20870.7265625,225
"2709","sk02",2004,3707.38,"sk",27772.5,25657.697265625,225
"2710","sk02",2005,3726.8,"sk",31034.99,31969.453125,225
"2711","sk02",2006,3818.56,"sk",37872.2,38904.4375,225
"2712","sk02",2007,3890.27,"sk",46211.63,45389.2421875,225
"2713","sk02",2008,4044.59,"sk",53648.35,54318.484375,225
"2714","sk02",2009,3870.53,"sk",50797.44,58258.3125,225
"2715","sk02",2010,3833.36,"sk",53991.97,61201.8671875,225
"2716","sk02",2011,3955.73,"sk",57041.76,65173.88671875,225
"2717","sk02",2012,3939.01,"sk",59426.09,66367.1640625,225
"2718","sk03",2000,2638.99,"sk",11757.21,3731.15991210938,226
"2719","sk03",2001,2597.48,"sk",12943.41,7773.3857421875,226
"2720","sk03",2002,2630.93,"sk",14209.56,11258.66796875,226
"2721","sk03",2003,2639.23,"sk",15967.11,14383.0478515625,226
"2722","sk03",2004,2495.87,"sk",18105,17528.08984375,226
"2723","sk03",2005,2557.11,"sk",19221.4,21236.60546875,226
"2724","sk03",2006,2590.04,"sk",22399.55,24983.00390625,226
"2725","sk03",2007,2701.73,"sk",28127.2,29986.013671875,226
"2726","sk03",2008,2715.42,"sk",33814.18,35128.94140625,226
"2727","sk03",2009,2632.77,"sk",32331.86,37719.51953125,226
"2728","sk03",2010,2595.86,"sk",34552.2,40136.953125,226
"2729","sk03",2011,2668.13,"sk",35095.97,43105.421875,226
"2730","sk03",2012,2642.38,"sk",36577.83,44507.7890625,226
"2731","sk04",2000,2714.74,"sk",12340.11,3795.48999023438,227
"2732","sk04",2001,2722.81,"sk",13758.61,8049.2265625,227
"2733","sk04",2002,2669.64,"sk",14894.2,11643.1826171875,227
"2734","sk04",2003,2735.11,"sk",16700.21,14980.10546875,227
"2735","sk04",2004,2683.4,"sk",19091.81,18220.48046875,227
"2736","sk04",2005,2613.33,"sk",20903.51,22053.958984375,227
"2737","sk04",2006,2737.99,"sk",23657.59,26145.865234375,227
"2738","sk04",2007,2683.2,"sk",28704.75,30876.06640625,227
"2739","sk04",2008,2771.51,"sk",34566.49,36844.1875,227
"2740","sk04",2009,2642.92,"sk",32441.65,39794.51953125,227
"2741","sk04",2010,2672.26,"sk",34753.91,41808.54296875,227
"2742","sk04",2011,2716.31,"sk",36494.07,43733.58984375,227
"2743","sk04",2012,2762.92,"sk",38343.76,44182.53125,227
"2744","ukc1",2000,2044.54,"uk",44447.72,11853.2001953125,228
"2745","ukc1",2001,2037.01,"uk",43759.97,22792.029296875,228
"2746","ukc1",2002,1970.46,"uk",45201.4,30656.994140625,228
"2747","ukc1",2003,2006.98,"uk",44859.02,36423.78515625,228
"2748","ukc1",2004,2069.13,"uk",49261.79,41384.6171875,228
"2749","ukc1",2005,2073.6,"uk",49492.54,48146.0234375,228
"2750","ukc1",2006,2119.26,"uk",53406.77,55107.08984375,228
"2751","ukc1",2007,2143.45,"uk",55164.1,63350.2265625,228
"2752","ukc1",2008,2111.84,"uk",49029.24,64849.94140625,228
"2753","ukc1",2009,1995.55,"uk",43128.6,63393.01953125,228
"2754","ukc1",2010,2027.74,"uk",46766.31,61776.328125,228
"2755","ukc1",2011,2008.53,"uk",45759.77,61767.16796875,228
"2756","ukc1",2012,1954.19,"uk",50083.24,62853.375,228
"2757","ukc2",2000,2400.34,"uk",56085.51,13812.3798828125,229
"2758","ukc2",2001,2429.22,"uk",58251.72,26337.79296875,229
"2759","ukc2",2002,2498.78,"uk",62802.36,35467.671875,229
"2760","ukc2",2003,2467.85,"uk",59846.22,40851.5703125,229
"2761","ukc2",2004,2494.43,"uk",65380.3,47762.09375,229
"2762","ukc2",2005,2536.53,"uk",70353.91,56081.91796875,229
"2763","ukc2",2006,2530.95,"uk",73559.9,60234.0390625,229
"2764","ukc2",2007,2569.6,"uk",75221.37,64722.09375,229
"2765","ukc2",2008,2550.7,"uk",65264.75,66250.15625,229
"2766","ukc2",2009,2472.25,"uk",56368.56,66216.796875,229
"2767","ukc2",2010,2471.62,"uk",59994.87,67573.4296875,229
"2768","ukc2",2011,2395.99,"uk",62577.78,68916.8828125,229
"2769","ukc2",2012,2475.21,"uk",68655.88,69949.6015625,229
"2770","ukd1",2000,856.21,"uk",21602.03,6927.4599609375,230
"2771","ukd1",2001,871.1,"uk",21620.28,12170.87109375,230
"2772","ukd1",2002,871.14,"uk",22664.31,15850.1904296875,230
"2773","ukd1",2003,909.67,"uk",21708.4,18930.501953125,230
"2774","ukd1",2004,919.26,"uk",25319.02,21747.537109375,230
"2775","ukd1",2005,928.72,"uk",24435.51,25806.697265625,230
"2776","ukd1",2006,950.88,"uk",27597.44,27482.962890625,230
"2777","ukd1",2007,966.9,"uk",28103.01,29386.228515625,230
"2778","ukd1",2008,958.97,"uk",25859.01,29712.634765625,230
"2779","ukd1",2009,917.62,"uk",22632.27,29105.138671875,230
"2780","ukd1",2010,925.38,"uk",24926.55,28883.767578125,230
"2781","ukd1",2011,907.31,"uk",24149.65,29150.232421875,230
"2782","ukd1",2012,906.37,"uk",27148.63,30101.59765625,230
"2783","ukd3",2000,4640.65,"uk",118827.53,23547.759765625,231
"2784","ukd3",2001,4704.16,"uk",123143.13,49177.6875,231
"2785","ukd3",2002,4658.75,"uk",128141.14,70323.4921875,231
"2786","ukd3",2003,4681.06,"uk",122789.34,83768.6953125,231
"2787","ukd3",2004,4750.66,"uk",133513.1,97547.421875,231
"2788","ukd3",2005,4751.72,"uk",138186.62,110379.75,231
"2789","ukd3",2006,4832.53,"uk",146543.34,125050.9296875,231
"2790","ukd3",2007,4846.57,"uk",152915.23,135964.65625,231
"2791","ukd3",2008,4779.77,"uk",132265.03,142307.28125,231
"2792","ukd3",2009,4640.95,"uk",117735.22,138362.34375,231
"2793","ukd3",2010,4664.88,"uk",125494.26,137060.375,231
"2794","ukd3",2011,4661.13,"uk",123147.22,134912.0625,231
"2795","ukd3",2012,4687.48,"uk",137407.97,136807.65625,231
"2796","ukd4",2000,2634.51,"uk",65057.11,12128.51953125,232
"2797","ukd4",2001,2650.26,"uk",65081.11,23234.111328125,232
"2798","ukd4",2002,2662.65,"uk",67266.19,33852.75390625,232
"2799","ukd4",2003,2784.01,"uk",64853.55,42343.01171875,232
"2800","ukd4",2004,2656.4,"uk",71602.86,52099.71875,232
"2801","ukd4",2005,2644.7,"uk",73647.26,59954.58203125,232
"2802","ukd4",2006,2660.64,"uk",75453.62,64575.74609375,232
"2803","ukd4",2007,2691.38,"uk",79724.99,71136.3359375,232
"2804","ukd4",2008,2625.58,"uk",68400.56,74252.09375,232
"2805","ukd4",2009,2564.87,"uk",58979.29,72512.4609375,232
"2806","ukd4",2010,2693.46,"uk",62922,71299.4921875,232
"2807","ukd4",2011,2657.72,"uk",62126.1,69618.625,232
"2808","ukd4",2012,2586.46,"uk",68715.08,69129.3984375,232
"2809","ukd6",2000,1703.13,"uk",48726.77,11081.669921875,233
"2810","ukd6",2001,1663.97,"uk",55175.53,21269.359375,233
"2811","ukd6",2002,1704.45,"uk",57964.79,30874.03515625,233
"2812","ukd6",2003,1694.95,"uk",55687.22,39065.19140625,233
"2813","ukd6",2004,1744.84,"uk",58115.99,45622.9140625,233
"2814","ukd6",2005,1769.16,"uk",62437.84,55497.0078125,233
"2815","ukd6",2006,1752.76,"uk",67934.54,61851.046875,233
"2816","ukd6",2007,1786.27,"uk",70616.94,69106.2421875,233
"2817","ukd6",2008,1805.89,"uk",62329.83,72062.9453125,233
"2818","ukd6",2009,1709.35,"uk",55064.32,70878.1328125,233
"2819","ukd6",2010,1714.41,"uk",58252.11,70139.5,233
"2820","ukd6",2011,1699.4,"uk",57320.14,67872.28125,233
"2821","ukd6",2012,1720.8,"uk",67380.72,68160.4453125,233
"2822","ukd7",2000,2393.92,"uk",61403.16,13688.48046875,234
"2823","ukd7",2001,2418.07,"uk",62379.59,24148.958984375,234
"2824","ukd7",2002,2456.25,"uk",66025.8,32800.4765625,234
"2825","ukd7",2003,2492.38,"uk",63661.33,39634.10546875,234
"2826","ukd7",2004,2561.06,"uk",67565.48,46361.48828125,234
"2827","ukd7",2005,2581.58,"uk",69214.68,55205.32421875,234
"2828","ukd7",2006,2548.14,"uk",75612.04,62309.8671875,234
"2829","ukd7",2007,2569.78,"uk",76248.65,71883.2109375,234
"2830","ukd7",2008,2512.13,"uk",68769.78,75554.0078125,234
"2831","ukd7",2009,2492.11,"uk",63061.5,74188.6171875,234
"2832","ukd7",2010,2523.77,"uk",66691.91,74141.7734375,234
"2833","ukd7",2011,2531.36,"uk",66148.56,72765.875,234
"2834","ukd7",2012,2553.95,"uk",68361.15,72218.3046875,234
"2835","uke1",2000,1647.94,"uk",39569.79,9453.3095703125,235
"2836","uke1",2001,1638.89,"uk",39936,16718.6328125,235
"2837","uke1",2002,1649.14,"uk",42264.19,22967.078125,235
"2838","uke1",2003,1670.79,"uk",41152.32,28895.015625,235
"2839","uke1",2004,1704.09,"uk",45314.29,33322.39453125,235
"2840","uke1",2005,1707.76,"uk",47439.31,38785.9453125,235
"2841","uke1",2006,1705.14,"uk",49431.6,42493.1015625,235
"2842","uke1",2007,1723.96,"uk",53065.73,46116.1875,235
"2843","uke1",2008,1699.59,"uk",45904.69,47255.87890625,235
"2844","uke1",2009,1664.32,"uk",43741.44,47030.8984375,235
"2845","uke1",2010,1665.79,"uk",43729.59,46801.171875,235
"2846","uke1",2011,1654.72,"uk",42712.12,46226.02734375,235
"2847","uke1",2012,1632.38,"uk",46880.51,46718.58203125,235
"2848","uke2",2000,1404.46,"uk",36386.74,9136.2802734375,236
"2849","uke2",2001,1436.72,"uk",37150.86,16652.498046875,236
"2850","uke2",2002,1475.65,"uk",41149.44,25547.533203125,236
"2851","uke2",2003,1448.23,"uk",40149.44,31963.59375,236
"2852","uke2",2004,1477.84,"uk",43002.38,37375.625,236
"2853","uke2",2005,1491.7,"uk",44122.54,42589.421875,236
"2854","uke2",2006,1480.66,"uk",45837.77,46257.546875,236
"2855","uke2",2007,1461.44,"uk",48364.85,50704.15625,236
"2856","uke2",2008,1501.19,"uk",41965.14,52210.61328125,236
"2857","uke2",2009,1426.1,"uk",36396.4,51077.90234375,236
"2858","uke2",2010,1422.58,"uk",39057.4,50948.10546875,236
"2859","uke2",2011,1434.5,"uk",40101.17,50164.66796875,236
"2860","uke2",2012,1484.67,"uk",43623.53,51787.75,236
"2861","uke3",2000,2286.59,"uk",47868.67,8456.259765625,237
"2862","uke3",2001,2303.88,"uk",49343.11,16992.390625,237
"2863","uke3",2002,2331.46,"uk",53445.28,25293.6015625,237
"2864","uke3",2003,2375.85,"uk",51490.64,32537.66015625,237
"2865","uke3",2004,2335.18,"uk",55880.69,38197.703125,237
"2866","uke3",2005,2386.05,"uk",58062.31,44524.44921875,237
"2867","uke3",2006,2318.96,"uk",61145.92,49247.48046875,237
"2868","uke3",2007,2391.33,"uk",65978.9,54924.5703125,237
"2869","uke3",2008,2344.42,"uk",55813.28,58585.39453125,237
"2870","uke3",2009,2246.64,"uk",49242.39,58639.3671875,237
"2871","uke3",2010,2314.63,"uk",52972.6,58959.48046875,237
"2872","uke3",2011,2287.54,"uk",53135.24,59405.859375,237
"2873","uke3",2012,2343.93,"uk",58077.12,59544.2421875,237
"2874","uke4",2000,3990.2,"uk",99952.41,20973.05078125,238
"2875","uke4",2001,3931.35,"uk",101109.55,38424.8515625,238
"2876","uke4",2002,3953.55,"uk",104546.54,54488.68359375,238
"2877","uke4",2003,4014.51,"uk",102119.98,66020.2421875,238
"2878","uke4",2004,4081.29,"uk",110105.21,78501.0234375,238
"2879","uke4",2005,4084.81,"uk",115861.38,89888.140625,238
"2880","uke4",2006,4171.56,"uk",122965.09,98401.390625,238
"2881","uke4",2007,4117.47,"uk",128002.17,109225.421875,238
"2882","uke4",2008,4115.09,"uk",113438.76,113309.171875,238
"2883","uke4",2009,4025.77,"uk",99542.05,111114.09375,238
"2884","uke4",2010,3909.19,"uk",104643.05,113341.890625,238
"2885","uke4",2011,3900.18,"uk",106573.48,112253.2890625,238
"2886","uke4",2012,3936.77,"uk",116341.71,114354.3671875,238
"2887","ukf1",2000,3787.88,"uk",90734.73,18297.189453125,239
"2888","ukf1",2001,3828.52,"uk",91486.95,33843.75,239
"2889","ukf1",2002,3891.56,"uk",94527.92,48249.75,239
"2890","ukf1",2003,3817.99,"uk",90072.11,59406.578125,239
"2891","ukf1",2004,3857.23,"uk",97195.97,72705.8671875,239
"2892","ukf1",2005,3922.64,"uk",104470.59,86539.6953125,239
"2893","ukf1",2006,3944.9,"uk",109351.2,101634.53125,239
"2894","ukf1",2007,3939.06,"uk",112458.71,113525.03125,239
"2895","ukf1",2008,4013.44,"uk",98043.39,117181.5546875,239
"2896","ukf1",2009,3919.45,"uk",84534.32,114797.5,239
