"","year","sic4dig","id","go","m","l","k","sic3dig","sic2dig","minyear","maxyear","countyear","va","lnvaOl","lnk"
"14054",84,3132,96615,300689.1875,204131.578125,157,134422,313,31,79,86,8,96557.609375,6.42164945602417,11.8087396621704
"14055",85,3132,96615,230340.0625,118696.0078125,175,126293.0546875,313,31,79,86,8,111644.0546875,6.45828485488892,11.7463607788086
"14056",80,3132,96615,214958.203125,185893,228,153826.421875,313,31,79,86,8,29065.203125,4.84795141220093,11.9435796737671
"14057",86,3117,96678,20377.59375,11207.1220703125,25,2982.46630859375,311,31,79,86,8,9170.4716796875,5.90486812591553,8.0005054473877
"14058",79,3117,96678,17889.9375,12501.1806640625,35,2829.67431640625,311,31,79,86,8,5388.7568359375,5.03672170639038,7.94791698455811
"14059",85,3117,96678,18956.177734375,11741.80078125,28,3202.44311523438,311,31,79,86,8,7214.376953125,5.55162668228149,8.07166957855225
"14060",83,3117,96678,18164.076171875,10435.544921875,27,3765.57543945312,311,31,79,86,8,7728.53125,5.65683746337891,8.23365592956543
"14061",82,3117,96678,14703.541015625,8067.47216796875,27,3862.61694335938,311,31,79,86,8,6636.06884765625,5.5044379234314,8.25909996032715
"14062",84,3117,96678,17688.27734375,8911.22265625,29,3433.01977539062,311,31,79,86,8,8777.0546875,5.71260023117065,8.14119529724121
"14063",80,3117,96678,18054.060546875,10056,31,3292.52099609375,311,31,79,86,8,7998.060546875,5.5529670715332,8.09940910339355
"14064",81,3117,96678,15358.3916015625,9454.166015625,27,3610.48901367188,311,31,79,86,8,5904.2255859375,5.38758659362793,8.19159889221191
"14065",85,3117,96858,9483.1728515625,7650.5546875,14,1949.51684570312,311,31,79,86,8,1832.6181640625,4.87444353103638,7.57533693313599
"14066",83,3117,96858,8829.583984375,5742.7451171875,14,2067.44580078125,311,31,79,86,8,3086.8388671875,5.39584541320801,7.63406944274902
"14067",84,3117,96858,10504.546875,7649.72802734375,14,2001.33984375,311,31,79,86,8,2854.81884765625,5.31770610809326,7.60157203674316
"14068",79,3117,96858,9311.40625,6368.880859375,18,1767.03845214844,311,31,79,86,8,2942.525390625,5.09665155410767,7.47706031799316
"14069",80,3117,96858,8451,5182,16,2168.2265625,311,31,79,86,8,3269,5.31965065002441,7.68166494369507
"14070",82,3117,96858,7634.30859375,4456.98828125,15,2146.52758789062,311,31,79,86,8,3177.3203125,5.35574340820312,7.67160654067993
"14071",86,3117,96858,11407.99609375,6392.79296875,12,1925.20080566406,311,31,79,86,8,5015.203125,6.03532266616821,7.56278562545776
"14072",81,3117,96858,7665.4501953125,5436.7470703125,16,2225.23706054688,311,31,79,86,8,2228.703125,4.93658638000488,7.70761871337891
"14073",86,3240,96885,1239502.25,559387.8125,643,484824.71875,324,32,79,86,8,680114.4375,6.96387147903442,13.0915422439575
"14074",79,3240,96885,1870158,551430.875,698,443684.28125,324,32,79,86,8,1318727.125,7.54395866394043,13.0028686523438
"14075",81,3240,96885,1927785.375,754349.1875,606,475162.28125,324,32,79,86,8,1173436.25,7.56856679916382,13.0714120864868
"14076",80,3240,96885,1557116.75,443676,849,461218.09375,324,32,79,86,8,1113440.75,7.17890644073486,13.0416259765625
"14077",84,3240,96885,1557106.125,502595.0625,755,502838.0625,324,32,79,86,8,1054511,7.24186992645264,13.128023147583
"14078",85,3240,96885,1675991.375,363079.40625,739,485944.90625,324,32,79,86,8,1312912,7.48246002197266,13.0938501358032
"14079",83,3240,96885,1456212,525251.0625,653,440637.71875,324,32,79,86,8,930960.9375,7.26239538192749,12.9959783554077
"14080",82,3240,96885,1657926.375,324316.3125,616,457959.03125,324,32,79,86,8,1333610,7.68015336990356,13.03453540802
"14081",83,3620,97011,1273662.25,100917.1484375,399,1863379.75,362,36,79,86,8,1172745.125,7.98589658737183,14.4379024505615
"14082",81,3620,97011,1520226.125,404032.625,675,2143502,362,36,79,86,8,1116193.5,7.41072225570679,14.5779514312744
"14083",79,3620,97011,1445732.625,330764.875,897,1782310.25,362,36,79,86,8,1114967.75,7.12528038024902,14.3934211730957
"14084",82,3620,97011,1254620.875,97161.671875,486,1951841.25,362,36,79,86,8,1157459.25,7.77552938461304,14.4842834472656
"14085",84,3620,97011,1675595.5,140654.796875,426,1951596.625,362,36,79,86,8,1534940.75,8.18956279754639,14.4841585159302
"14086",80,3620,97011,1586752.5,315071,862,1843015,362,36,79,86,8,1271681.5,7.29659509658813,14.4269132614136
"14087",85,3620,97011,1712099.375,153896.421875,438,1869491.5,362,36,79,86,8,1558203,8.17682456970215,14.4411773681641
"14088",86,3620,97011,2033613.625,328240.4375,531,1794903,362,36,79,86,8,1705373.25,8.0745325088501,14.4004611968994
"14089",85,3122,97047,93102.7421875,78495.4140625,13,14596.7490234375,312,31,79,86,8,14607.328125,7.02432918548584,9.58855438232422
"14090",80,3122,97047,248312.46875,141040,24,19510.73046875,312,31,79,86,8,107272.46875,8.40507316589355,9.8787202835083
"14091",86,3122,97047,113273.15625,98546.25,14,13730.8857421875,312,31,79,86,8,14726.90625,6.9583740234375,9.52740287780762
"14092",84,3122,97047,71481.2421875,52427.125,14,15540.2626953125,312,31,79,86,8,19054.1171875,7.21598100662231,9.65118980407715
"14093",81,3122,97047,201130.953125,191238.78125,22,18917.20703125,312,31,79,86,8,9892.171875,6.1084566116333,9.84782695770264
"14094",79,3122,97047,96353.15625,85427.421875,27,18550.931640625,312,31,79,86,8,10925.734375,6.00303936004639,9.82827568054199
"14095",82,3122,97047,41488.46875,35933.63671875,18,17691.611328125,312,31,79,86,8,5554.83203125,5.73205184936523,9.78084564208984
"14096",83,3122,97047,64080.01953125,41832.828125,14,16569.0703125,312,31,79,86,8,22247.19140625,7.3709135055542,9.71529293060303
"14097",81,3117,97119,22882.423828125,14194.2392578125,30,4185.11865234375,311,31,79,86,8,8688.1845703125,5.66852188110352,8.33929061889648
"14098",79,3117,97119,26683.29296875,15415.4345703125,37,4876.947265625,311,31,79,86,8,11267.8583984375,5.71879148483276,8.49227428436279
"14099",85,3117,97119,21143.595703125,19185.333984375,24,2892.04150390625,311,31,79,86,8,1958.26171875,4.40175867080688,7.96971797943115
"14100",82,3117,97119,26567.529296875,17531.201171875,26,3600.7490234375,311,31,79,86,8,9036.328125,5.85091161727905,8.18889713287354
"14101",80,3117,97119,19740,13880,32,4833.18603515625,311,31,79,86,8,5860,5.21016883850098,8.48326110839844
"14102",84,3117,97119,23320.22265625,18887.95703125,25,3009.69287109375,311,31,79,86,8,4432.265625,5.17779016494751,8.00959300994873
"14103",86,3117,97119,18256.212890625,14824.4736328125,25,3309.36279296875,311,31,79,86,8,3431.7392578125,4.92194652557373,8.10451126098633
"14104",83,3117,97119,19819.486328125,15897.8701171875,25,3379.37231445312,311,31,79,86,8,3921.6162109375,5.05538320541382,8.12544536590576
"14105",86,3113,97128,42864.05859375,32439.798828125,33,9948.3671875,311,31,79,86,8,10424.259765625,5.75538349151611,9.20516395568848
"14106",79,3113,97128,13825.958984375,8780.3994140625,23,11240.0498046875,311,31,79,86,8,5045.5595703125,5.39076948165894,9.32723808288574
"14107",82,3113,97128,35575.65234375,24337.4765625,31,9061.7900390625,311,31,79,86,8,11238.17578125,5.89308452606201,9.1118221282959
"14108",83,3113,97128,32450.95703125,17338.447265625,31,11809.7353515625,311,31,79,86,8,15112.509765625,6.18929100036621,9.37667942047119
"14109",81,3113,97128,43262.80078125,36738.9375,32,9837.2021484375,311,31,79,86,8,6523.86328125,5.31748628616333,9.19392681121826
"14110",85,3113,97128,28121.6953125,22769.421875,31,9732.357421875,311,31,79,86,8,5352.2734375,5.15128946304321,9.18321132659912
"14111",84,3113,97128,23285.359375,15667.728515625,31,10739.6181640625,311,31,79,86,8,7617.630859375,5.50423336029053,9.28169441223145
"14112",80,3113,97128,18740.673828125,13982,24,10224.19921875,311,31,79,86,8,4758.673828125,5.28967046737671,9.23251247406006
"14113",85,3122,97146,715060.8125,473552.65625,167,96130.734375,312,31,79,86,8,241508.15625,7.27666473388672,11.473464012146
"14114",80,3122,97146,1048244.75,525058,127,119332.921875,312,31,79,86,8,523186.75,8.32350635528564,11.6896724700928
"14115",83,3122,97146,955618.3125,488726.8125,154,111740.796875,312,31,79,86,8,466891.5,8.01689910888672,11.6239376068115
"14116",84,3122,97146,1025512.5,544253.25,163,101614.375,312,31,79,86,8,481259.25,7.99041128158569,11.5289402008057
"14117",82,3122,97146,860171.3125,513637.9375,132,116348.59375,312,31,79,86,8,346533.375,7.87293243408203,11.664345741272
"14118",79,3122,97146,886430.6875,497327.875,103,106238.8984375,312,31,79,86,8,389102.8125,8.23686981201172,11.5734453201294
"14119",81,3122,97146,875637.1875,473765.8125,118,114081.03125,312,31,79,86,8,401871.375,8.13320255279541,11.64466381073
"14120",86,3122,97146,1039965.0625,571594.375,188,94614.640625,312,31,79,86,8,468370.6875,7.82057332992554,11.4575672149658
"14121",85,3117,97182,14718.5498046875,10255.4921875,17,2328.76708984375,311,31,79,86,8,4463.0576171875,5.57037591934204,7.75309419631958
"14122",81,3117,97182,9593.6806640625,5146.1455078125,15,3521.3095703125,311,31,79,86,8,4447.53515625,5.69205522537231,8.16658782958984
"14123",80,3117,97182,8670,5323,16,3922.30590820312,311,31,79,86,8,3347,5.34323120117188,8.27443504333496
"14124",84,3117,97182,12821.76171875,8783.619140625,17,2579.7587890625,311,31,79,86,8,4038.142578125,5.47032690048218,7.85545110702515
"14125",82,3117,97182,12227.7646484375,7327.494140625,15,3183.85034179688,311,31,79,86,8,4900.2705078125,5.78899526596069,8.06584644317627
"14126",79,3117,97182,8878.7548828125,5903.783203125,14,3369.90893554688,311,31,79,86,8,2974.9716796875,5.35893249511719,8.12264060974121
"14127",83,3117,97182,13178.748046875,9304.734375,15,2863.10375976562,311,31,79,86,8,3874.013671875,5.55399608612061,7.95966148376465
"14128",86,3117,97182,17747.11328125,12169.798828125,17,2108.69604492188,311,31,79,86,8,5577.314453125,5.79324913024902,7.65382528305054
"14129",83,3117,97254,6881.98876953125,4633.455078125,15,2435.541015625,311,31,79,86,8,2248.53369140625,5.0099835395813,7.79792404174805
"14130",85,3117,97254,6130.58203125,3855.8505859375,13,1874.9306640625,311,31,79,86,8,2274.7314453125,5.16466808319092,7.53632688522339
"14131",79,3117,97254,11218.7021484375,5903.783203125,18,3957.037109375,311,31,79,86,8,5314.9189453125,5.68790149688721,8.28325080871582
"14132",84,3117,97254,6636.4599609375,3820.01831054688,13,2134.42358398438,311,31,79,86,8,2816.44165039062,5.37828016281128,7.6659517288208
"14133",82,3117,97254,9962.505859375,5628.7783203125,19,2786.10546875,311,31,79,86,8,4333.7275390625,5.42974424362183,7.93240022659302
"14134",81,3117,97254,10681.955078125,5914.98828125,18,3194.65600585938,311,31,79,86,8,4766.966796875,5.57909393310547,8.06923484802246
"14135",86,3117,97254,7201.9970703125,4258.29736328125,14,1654.30773925781,311,31,79,86,8,2943.69970703125,5.34836530685425,7.41113805770874
"14136",80,3117,97254,11624.3349609375,6405,17,3446.06689453125,311,31,79,86,8,5219.3349609375,5.72691202163696,8.14498901367188
"14137",84,3560,97353,53230.97265625,36456.55859375,48,2041.16955566406,382,38,79,86,8,16774.4140625,5.85640907287598,7.62127828598022
"14138",81,3560,97353,27291.056640625,2420.64453125,16,1047.1669921875,382,38,79,86,8,24870.412109375,7.34884548187256,6.95384359359741
"14139",82,3560,97353,20502.208984375,3645.34301757812,13,687.128540039062,382,38,79,86,8,16856.865234375,7.16756391525269,6.53252124786377
"14140",80,3560,97353,6705.4091796875,2516,15,1167.18811035156,382,38,79,86,8,4189.4091796875,5.63226461410522,7.06235265731812
"14141",83,3560,97353,30449.419921875,18817.55859375,20,2292.48364257812,382,38,79,86,8,11631.861328125,6.36577081680298,7.73739099502563
"14142",79,3560,97353,8999.0751953125,2546.07788085938,11,267.330413818359,382,38,79,86,8,6452.9970703125,6.37440490722656,5.58848524093628
"14143",85,3560,97353,61851.4765625,41838.8359375,54,2922.29760742188,382,38,79,86,8,20012.640625,5.91513538360596,7.98012542724609
"14144",86,3822,97353,128566.375,83934.71875,69,2778.55322265625,382,38,79,86,8,44631.65625,6.47209215164185,7.92968559265137
"14145",82,3117,97407,11826.2900390625,8662.87890625,14,3311.93627929688,311,31,79,86,8,3163.4111328125,5.42034864425659,8.1052885055542
"14146",84,3117,97407,17234.05859375,10392.3876953125,28,2564.64965820312,311,31,79,86,8,6841.6708984375,5.49858283996582,7.84957695007324
"14147",81,3117,97407,10204.2109375,7967.48046875,21,3778.17944335938,311,31,79,86,8,2236.73046875,4.66824817657471,8.23699760437012
"14148",86,3117,97407,24834.43359375,14119.6845703125,30,4511.44384765625,311,31,79,86,8,10714.7490234375,5.87817907333374,8.41437244415283
"14149",80,3117,97407,15040,8232,23,4321.97216796875,311,31,79,86,8,6808,5.69035959243774,8.37146663665771
"14150",79,3117,97407,21218.720703125,9480.734375,26,4958.390625,311,31,79,86,8,11737.986328125,6.11248922348022,8.50883674621582
"14151",83,3117,97407,18990.19921875,9189.9580078125,27,2910.83764648438,311,31,79,86,8,9800.2412109375,5.89432525634766,7.9761962890625
"14152",85,3117,97407,22801.654296875,12732.140625,27,3569.50463867188,311,31,79,86,8,10069.513671875,5.92143058776855,8.18018245697021
"14153",80,3117,97533,11927,7784,17,3976.28564453125,311,31,79,86,8,4143,5.49596214294434,8.2881031036377
"14154",83,3117,97533,10500.9775390625,9919.7021484375,15,3220.83129882812,311,31,79,86,8,581.275390625,3.65717434883118,8.07739448547363
"14155",82,3117,97533,13819.2939453125,9108.9580078125,16,3624.34497070312,311,31,79,86,8,4710.3359375,5.68492555618286,8.1954288482666
"14156",85,3117,97533,19103.404296875,16009.2939453125,26,97277.6328125,311,31,79,86,8,3094.1103515625,4.77915906906128,11.4853239059448
"14157",86,3117,97533,21241.53515625,14219.0654296875,28,87888.1796875,311,31,79,86,8,7022.4697265625,5.52466583251953,11.3838205337524
"14158",81,3117,97533,8580.6708984375,7854.896484375,14,4027.55737304688,311,31,79,86,8,725.7744140625,3.94818186759949,8.30091571807861
"14159",84,3117,97533,10663.40625,10350.3916015625,21,2877.38989257812,311,31,79,86,8,313.0146484375,2.70172762870789,7.96463871002197
"14160",79,3117,97533,12100.7978515625,9750.9208984375,17,4718.0673828125,311,31,79,86,8,2349.876953125,4.92890501022339,8.45915412902832
"14161",79,3692,97884,189882.75,46937.31640625,95,33487.73046875,369,36,79,86,8,142945.4375,7.31634140014648,10.4189348220825
"14162",82,3692,97884,108207.3984375,48803.54296875,70,37774.390625,369,36,79,86,8,59403.85546875,6.74361896514893,10.5393867492676
"14163",86,3692,97884,184530.765625,78760.4921875,80,69806.9140625,369,36,79,86,8,105770.2734375,7.18699836730957,11.1534881591797
"14164",81,3692,97884,165298.421875,87484.4453125,91,39229.36328125,369,36,79,86,8,77813.9765625,6.75121688842773,10.5771808624268
"14165",85,3692,97884,152998.28125,76605.515625,78,47294.19140625,369,36,79,86,8,76392.765625,6.88693428039551,10.7641429901123
"14166",84,3692,97884,150511.484375,65443.2890625,78,46257.62109375,369,36,79,86,8,85068.1953125,6.99449968338013,10.7419815063477
"14167",80,3692,97884,172170.828125,73093,88,38540.22265625,369,36,79,86,8,99077.828125,7.02632427215576,10.5594577789307
"14168",83,3692,97884,127694.09375,60489.10546875,60,40338.41796875,369,36,79,86,8,67204.984375,7.02115821838379,10.6050596237183
"14169",83,3117,98037,12392.9267578125,10256.8583984375,23,2181.70239257812,311,31,79,86,8,2136.068359375,4.53122806549072,7.68786096572876
"14170",81,3117,98037,14990.06640625,10777.2685546875,27,2970.052734375,311,31,79,86,8,4212.7978515625,5.05004549026489,7.99633502960205
"14171",84,3117,98037,12299.8193359375,10314.318359375,22,1876.91540527344,311,31,79,86,8,1985.5009765625,4.5025839805603,7.53738498687744
"14172",80,3117,98037,14360,10532,26,3485.26025390625,311,31,79,86,8,3828,4.99200105667114,8.15629768371582
"14173",79,3117,98037,15776.90625,12382.8896484375,22,4109.20947265625,311,31,79,86,8,3394.0166015625,5.03872680664062,8.32098579406738
"14174",82,3117,98037,15369.5302734375,9339.130859375,28,2546.4501953125,311,31,79,86,8,6030.3994140625,5.37236404418945,7.84245538711548
"14175",85,3117,98037,15151.4619140625,13964.669921875,22,1621.39587402344,311,31,79,86,8,1186.7919921875,3.98796677589417,7.39104270935059
"14176",86,3117,98037,14769.9248046875,10718.392578125,22,1406.45947265625,311,31,79,86,8,4051.5322265625,5.21580791473389,7.24883079528809
"14177",79,3117,98064,16466.275390625,5870.17822265625,11,4540.61474609375,311,31,79,86,8,10596.09765625,6.87034559249878,8.42081737518311
"14178",84,3117,98064,10498.431640625,3553.50537109375,15,3167.5537109375,311,31,79,86,8,6944.92626953125,6.13771629333496,8.06071472167969
"14179",81,3117,98064,18053.572265625,6518.32275390625,13,4102.7998046875,311,31,79,86,8,11535.25,6.78821325302124,8.31942462921143
"14180",85,3117,98064,12693.205078125,8223.2568359375,15,2919.90966796875,311,31,79,86,8,4469.9482421875,5.69708204269409,7.97930812835693
"14181",83,3117,98064,8295.59765625,7748.076171875,13,3444.07250976562,311,31,79,86,8,547.521484375,3.7404522895813,8.14441013336182
"14182",80,3117,98064,12016,6250,13,4496.96533203125,311,31,79,86,8,5766,6.0947847366333,8.41115760803223
"14183",86,3117,98064,12948.2939453125,7027.76318359375,16,2697.32836914062,311,31,79,86,8,5920.53076171875,5.91359281539917,7.90001726150513
"14184",82,3117,98064,9521.7734375,5236.91357421875,13,3754.009765625,311,31,79,86,8,4284.85986328125,5.79789400100708,8.2305793762207
"14185",86,3117,98082,13646.5009765625,8720.3896484375,17,1512.56115722656,311,31,79,86,8,4926.111328125,5.66909170150757,7.3215594291687
"14186",85,3117,98082,13623.86328125,11685.849609375,15,1743.03955078125,311,31,79,86,8,1938.013671875,4.86136865615845,7.46338558197021
"14187",80,3117,98082,9817,3902,14,3710.90087890625,311,31,79,86,8,5915,6.0461893081665,8.21903038024902
"14188",81,3117,98082,11579.82421875,7033.1298828125,13,3137.8818359375,311,31,79,86,8,4546.6943359375,5.85720634460449,8.05130290985107
"14189",79,3117,98082,9730.62109375,7183.47412109375,16,4659.283203125,311,31,79,86,8,2547.14697265625,5.07014036178589,8.44661712646484
"14190",82,3117,98082,11703.529296875,6839.56494140625,16,2660.83813476562,311,31,79,86,8,4863.96435546875,5.7170205116272,7.88639640808105
"14191",84,3117,98082,12186.521484375,8196.2138671875,15,2029.58483886719,311,31,79,86,8,3990.3076171875,5.58357334136963,7.61558675765991
"14192",83,3117,98082,11643.373046875,8846.2802734375,16,2264.14990234375,311,31,79,86,8,2797.0927734375,5.16374731063843,7.72495460510254
"14193",82,3240,98154,49530.765625,26760.1640625,47,8028.5732421875,324,32,79,86,8,22770.6015625,6.18307781219482,8.99076175689697
"14194",79,3240,98154,25888.767578125,14550.97265625,30,4473.5244140625,324,32,79,86,8,11337.794921875,5.93469953536987,8.40593147277832
"14195",83,3240,98154,68428.2890625,45818.50390625,59,9121.9443359375,324,32,79,86,8,22609.78515625,5.94860076904297,9.11843872070312
"14196",80,3240,98154,31448.400390625,21912,35,5903.73681640625,324,32,79,86,8,9536.400390625,5.6075234413147,8.68334102630615
"14197",85,3240,98154,89163.1640625,51627.84765625,72,16492.56640625,324,32,79,86,8,37535.31640625,6.25637149810791,9.71066474914551
"14198",81,3240,98154,29470.171875,25892.5859375,41,6410.38427734375,324,32,79,86,8,3577.5859375,4.46887159347534,8.76567459106445
"14199",86,3240,98154,165221.796875,80521.65625,90,17630.599609375,324,32,79,86,8,84700.140625,6.8470630645752,9.77739143371582
"14200",84,3240,98154,87576.421875,52257.625,79,6769.650390625,324,32,79,86,8,35318.796875,6.10272264480591,8.82020473480225
"14201",85,3212,98172,2647.9951171875,1822.88269042969,15,710.859130859375,321,32,79,86,8,825.112426757812,4.00746965408325,6.56647443771362
"14202",83,3212,98172,2470.21704101562,1180.95202636719,15,941.362426757812,321,32,79,86,8,1289.26501464844,4.45377731323242,6.84732818603516
"14203",81,3212,98172,4175.7001953125,2424.2724609375,17,1262.54479980469,321,32,79,86,8,1751.427734375,4.63497304916382,7.14088487625122
"14204",86,3212,98172,1925.24975585938,1663.69677734375,14,620.491638183594,321,32,79,86,8,261.552978515625,2.92757964134216,6.43051195144653
"14205",84,3212,98172,2332.27514648438,1834.48498535156,15,816.780578613281,321,32,79,86,8,497.790161132812,3.50212836265564,6.70537042617798
"14206",79,3212,98172,3698.15209960938,2734.37841796875,17,1716.27001953125,321,32,79,86,8,963.773681640625,4.03764295578003,7.44790840148926
"14207",82,3212,98172,2441.7509765625,1245.93542480469,16,1088.40087890625,321,32,79,86,8,1195.81555175781,4.31399488449097,6.99246501922607
"14208",80,3212,98172,2974,1429,16,1469.49768066406,321,32,79,86,8,1545,4.5701904296875,7.29267597198486
"14209",84,3117,98199,10834.318359375,7834.40234375,18,2001.54406738281,311,31,79,86,8,2999.916015625,5.11596775054932,7.60167407989502
"14210",80,3117,98199,10402,7294,18,3192.53369140625,311,31,79,86,8,3108,5.15136289596558,8.06857013702393
"14211",79,3117,98199,12997.00390625,5989.81298828125,19,3044.4541015625,311,31,79,86,8,7007.19091796875,5.91025304794312,8.02107715606689
"14212",82,3117,98199,11628.06640625,9484.6533203125,16,2591.35693359375,311,31,79,86,8,2143.4130859375,4.8975658416748,7.85993671417236
"14213",81,3117,98199,14177.82421875,6891.67822265625,18,2714.02197265625,311,31,79,86,8,7286.14599609375,6.00335836410522,7.90618705749512
"14214",86,3117,98199,14107.5751953125,9235.2216796875,18,1473.5732421875,311,31,79,86,8,4872.353515625,5.60096073150635,7.29544544219971
"14215",85,3117,98199,13487.197265625,9255.9599609375,18,1713.36389160156,311,31,79,86,8,4231.2373046875,5.45987796783447,7.446213722229
"14216",83,3117,98199,11004.9384765625,6741.82373046875,15,2206.74169921875,311,31,79,86,8,4263.11474609375,5.6497049331665,7.69927215576172
"14217",86,3693,98235,48418.91796875,34368.1796875,64,17331.8125,369,36,79,86,8,14050.73828125,5.39154720306396,9.76029872894287
"14218",79,3693,98235,42817.94140625,17444.83984375,53,18813.390625,369,36,79,86,8,25373.1015625,6.17115306854248,9.84232425689697
"14219",84,3693,98235,85755.3203125,43037.11328125,89,18463.830078125,369,36,79,86,8,42718.20703125,6.17374420166016,9.82356929779053
"14220",80,3693,98235,83720.46875,37115,70,18202.525390625,369,36,79,86,8,46605.46875,6.50097799301147,9.80931568145752
"14221",82,3693,98235,55051.34765625,27796.763671875,61,21941.3984375,369,36,79,86,8,27254.583984375,6.1021032333374,9.99613094329834
"14222",81,3693,98235,108640.40625,50837.6953125,94,25250.673828125,369,36,79,86,8,57802.7109375,6.42149639129639,10.1366081237793
"14223",83,3693,98235,41732.703125,18193.22265625,51,19629.16796875,369,36,79,86,8,23539.48046875,6.13460874557495,9.88477230072021
"14224",85,3693,98235,45171.83984375,32555.091796875,82,18280.875,369,36,79,86,8,12616.748046875,5.03606128692627,9.81361103057861
"14225",79,3240,98253,4103.33935546875,2784.50122070312,26,6485.22900390625,324,32,79,86,8,1318.83813476562,3.92640995979309,8.77728271484375
"14226",82,3240,98253,15624.30078125,6694.4091796875,18,5710.5615234375,324,32,79,86,8,8929.8916015625,6.20678758621216,8.65007305145264
"14227",86,3240,98253,27266.974609375,11622.5234375,27,4268.58837890625,324,32,79,86,8,15644.451171875,6.36203479766846,8.35903835296631
"14228",84,3240,98253,52460.828125,21791.421875,45,4920.091796875,324,32,79,86,8,30669.40625,6.52435827255249,8.50108242034912
"14229",83,3240,98253,31016.443359375,16423.11328125,33,5298.783203125,324,32,79,86,8,14593.330078125,6.09181213378906,8.57523250579834
"14230",85,3240,98253,25368.57421875,8707.763671875,20,4590.42138671875,324,32,79,86,8,16660.810546875,6.72508239746094,8.43172740936279
"14231",80,3240,98253,18716.28125,11051,28,6636.830078125,324,32,79,86,8,7665.28125,5.61225175857544,8.80038928985596
"14232",81,3240,98253,16610.130859375,10236.9658203125,25,6150.01708984375,324,32,79,86,8,6373.1650390625,5.54097557067871,8.72420978546143
"14233",83,3117,98262,11367.9453125,8315.4375,16,3595.28588867188,311,31,79,86,8,3052.5078125,5.25113010406494,8.18737888336182
"14234",86,3117,98262,13934.4072265625,9883.0869140625,16,2949.19311523438,311,31,79,86,8,4051.3203125,5.53420925140381,7.98928689956665
"14235",82,3117,98262,12702.8076171875,8369.9306640625,18,4030.86352539062,311,31,79,86,8,4332.876953125,5.48361539840698,8.30173587799072
"14236",85,3117,98262,15289.318359375,11029.2197265625,18,3332.82446289062,311,31,79,86,8,4260.0986328125,5.46667575836182,8.11157512664795
"14237",79,3117,98262,13438.458984375,9726.724609375,23,2909.79296875,311,31,79,86,8,3711.734375,5.08376026153564,7.97583723068237
"14238",84,3117,98262,11082.306640625,8882.6865234375,17,3214.50634765625,311,31,79,86,8,2199.6201171875,4.86282682418823,8.07542896270752
"14239",80,3117,98262,12479.5908203125,8454,20,2584.41088867188,311,31,79,86,8,4025.5908203125,5.30469465255737,7.857253074646
"14240",81,3117,98262,15516.208984375,9231.884765625,20,4331.39697265625,311,31,79,86,8,6284.32421875,5.75008153915405,8.3736457824707
"14241",85,3551,98271,21407.5625,6641.57861328125,17,4897.1123046875,355,35,79,86,8,14765.984375,6.76686811447144,8.49640083312988
"14242",83,3551,98271,17058.53125,10541.2373046875,16,5377.0439453125,355,35,79,86,8,6517.2939453125,6.00962591171265,8.58989429473877
"14243",79,3551,98271,7004.6728515625,3961.41748046875,11,6409.3486328125,355,35,79,86,8,3043.25537109375,5.6227879524231,8.76551246643066
"14244",82,3551,98271,11406.6787109375,4003.96728515625,15,5321.53564453125,355,35,79,86,8,7402.71142578125,6.20155143737793,8.57951736450195
"14245",81,3551,98271,11780.5234375,5736.64892578125,15,5806.08447265625,355,35,79,86,8,6043.87451171875,5.99875020980835,8.66666126251221
"14246",86,3551,98271,22921.63671875,11758.0068359375,17,4579.259765625,355,35,79,86,8,11163.6298828125,6.4872031211853,8.42929267883301
"14247",80,3551,98271,12478.8466796875,4024,14,6357.14501953125,355,35,79,86,8,8454.8466796875,6.40343761444092,8.75733470916748
"14248",84,3551,98271,18692.341796875,8474.8857421875,16,5021.21923828125,355,35,79,86,8,10217.4560546875,6.45926427841187,8.52142810821533
"14249",81,3117,98298,9048.7255859375,4623.640625,10,4732.13818359375,311,31,79,86,8,4425.0849609375,6.0924596786499,8.46213245391846
"14250",85,3117,98298,12970.1875,9231.181640625,14,3559.94165039062,311,31,79,86,8,3739.005859375,5.58751773834229,8.17749977111816
"14251",80,3117,98298,8230,5033,12,5105.49853515625,311,31,79,86,8,3197,5.58506155014038,8.53807353973389
"14252",84,3117,98298,10133.2177734375,6355.390625,14,3812.0498046875,311,31,79,86,8,3777.8271484375,5.59784698486328,8.24592208862305
"14253",79,3117,98298,6691.1015625,4636.1904296875,13,5519.720703125,311,31,79,86,8,2054.9111328125,5.06303834915161,8.61608219146729
"14254",86,3117,98298,14231.884765625,9761.0625,14,3330.26342773438,311,31,79,86,8,4470.822265625,5.76627016067505,8.11080646514893
"14255",83,3117,98298,11638.9970703125,7047.677734375,14,4089.29541015625,311,31,79,86,8,4591.3193359375,5.79286527633667,8.31612777709961
"14256",82,3117,98298,9964.2353515625,6650.29052734375,11,4394.79296875,311,31,79,86,8,3313.94482421875,5.70799922943115,8.38817596435547
"14257",82,3117,98379,18307.41796875,11287.0419921875,24,1927.01721191406,311,31,79,86,8,7020.3759765625,5.67851829528809,7.56372880935669
"14258",81,3117,98379,14905.435546875,8773.8505859375,21,1954.68957519531,311,31,79,86,8,6131.5849609375,5.67668628692627,7.57798671722412
"14259",85,3117,98379,18657.109375,12681.384765625,23,1737.77758789062,311,31,79,86,8,5975.724609375,5.55996656417847,7.46036243438721
